document_id,document_title,document_date,document_text,authentic
58003010,,,"Wherefore I was grieved with that generation, and said, They do alway err in their heart; and they have not known my ways.",0.0658225566148758
58003011,,,"So I sware in my wrath, They shall not enter into my rest.)",0.999307036399841
58003012,,,"Take heed, brethren, lest there be in any of you an evil heart of unbelief, in departing from the living God.",0.158733919262886
58003013,,,"But exhort one another daily, while it is called To day; lest any of you be hardened through the deceitfulness of sin.",0.0357967503368855
58003014,,,"For we are made partakers of Christ, if we hold the beginning of our confidence stedfast unto the end;",0.997337996959686
58003015,,,"While it is said, To day if ye will hear his voice, harden not your hearts, as in the provocation.",0.0063424245454371
58003016,,,"For some, when they had heard, did provoke: howbeit not all that came out of Egypt by Moses.",0.9319868683815
58003017,,,"But with whom was he grieved forty years? was it not with them that had sinned, whose carcases fell in the wilderness?",0.00910640135407448
58003018,,,"And to whom sware he that they should not enter into his rest, but to them that believed not?",0.999254167079926
58003019,,,So we see that they could not enter in because of unbelief.,0.99931800365448
58004001,,,"Let us therefore fear, lest, a promise being left us of entering into his rest, any of you should seem to come short of it.",0.93085777759552
58004002,,,"For unto us was the gospel preached, as well as unto them: but the word preached did not profit them, not being mixed with faith in them that heard it.",0.493432104587555
58004003,,,"For we which have believed do enter into rest, as he said, As I have sworn in my wrath, if they shall enter into my rest: although the works were finished from the foundation of the world.",0.140479311347008
58004004,,,"For he spake in a certain place of the seventh day on this wise, And God did rest the seventh day from all his works.",0.997138619422913
58004005,,,"And in this place again, If they shall enter into my rest.",0.969184398651123
58004006,,,"Seeing therefore it remaineth that some must enter therein, and they to whom it was first preached entered not in because of unbelief:",0.998724520206451
58004007,,,"Again, he limiteth a certain day, saying in David, To day, after so long a time; as it is said, To day if ye will hear his voice, harden not your hearts.",0.852721810340881
58004008,,,"For if Jesus had given them rest, then would he not afterward have spoken of another day.",0.999351918697357
58004009,,,There remaineth therefore a rest to the people of God.,0.999799907207489
58004010,,,"For he that is entered into his rest, he also hath ceased from his own works, as God did from his.",0.998478353023529
58004011,,,"Let us labour therefore to enter into that rest, lest any man fall after the same example of unbelief.",0.998929440975189
58004012,,,"For the word of God is quick, and powerful, and sharper than any twoedged sword, piercing even to the dividing asunder of soul and spirit, and of the joints and marrow, and is a discerner of the thoughts and intents of the heart.",0.00406373338773847
58004013,,,Neither is there any creature that is not manifest in his sight: but all things are naked and opened unto the eyes of him with whom we have to do.,0.922140598297119
58004014,,,"Seeing then that we have a great high priest, that is passed into the heavens, Jesus the Son of God, let us hold fast our profession.",0.553388357162476
58004015,,,"For we have not an high priest which cannot be touched with the feeling of our infirmities; but was in all points tempted like as we are, yet without sin.",0.992128729820251
58004016,,,"Let us therefore come boldly unto the throne of grace, that we may obtain mercy, and find grace to help in time of need.",0.896900653839111
58005001,,,"For every high priest taken from among men is ordained for men in things pertaining to God, that he may offer both gifts and sacrifices for sins:",0.996289253234863
58005002,,,"Who can have compassion on the ignorant, and on them that are out of the way; for that he himself also is compassed with infirmity.",0.0768957063555717
58005003,,,"And by reason hereof he ought, as for the people, so also for himself, to offer for sins.",0.986795902252197
58005004,,,"And no man taketh this honour unto himself, but he that is called of God, as was Aaron.",0.988808929920197
58005005,,,"So also Christ glorified not himself to be made an high priest; but he that said unto him, Thou art my Son, to day have I begotten thee.",0.996048748493195
58005006,,,"As he saith also in another place, Thou art a priest for ever after the order of Melchisedec.",0.995954036712646
58005007,,,"Who in the days of his flesh, when he had offered up prayers and supplications with strong crying and tears unto him that was able to save him from death, and was heard in that he feared;",0.0044544069096446
58005008,,,"Though he were a Son, yet learned he obedience by the things which he suffered;",0.112462818622589
58005009,,,"And being made perfect, he became the author of eternal salvation unto all them that obey him;",0.699892520904541
58005010,,,Called of God an high priest after the order of Melchisedec.,0.99903416633606
58005011,,,"Of whom we have many things to say, and hard to be uttered, seeing ye are dull of hearing.",0.0585600882768631
58005012,,,"For when for the time ye ought to be teachers, ye have need that one teach you again which be the first principles of the oracles of God; and are become such as have need of milk, and not of strong meat.",0.914994299411774
58005013,,,For every one that useth milk is unskilful in the word of righteousness: for he is a babe.,0.858135640621185
58005014,,,"But strong meat belongeth to them that are of full age, even those who by reason of use have their senses exercised to discern both good and evil.",0.122010968625546
58006001,,,"Therefore leaving the principles of the doctrine of Christ, let us go on unto perfection; not laying again the foundation of repentance from dead works, and of faith toward God,",0.988272488117218
58006002,,,"Of the doctrine of baptisms, and of laying on of hands, and of resurrection of the dead, and of eternal judgment.",0.933322072029114
58006003,,,"And this will we do, if God permit.",0.994210720062256
58006004,,,"For it is impossible for those who were once enlightened, and have tasted of the heavenly gift, and were made partakers of the Holy Ghost,",0.445480465888977
58006005,,,"And have tasted the good word of God, and the powers of the world to come,",0.732964992523193
58006006,,,"If they shall fall away, to renew them again unto repentance; seeing they crucify to themselves the Son of God afresh, and put him to an open shame.",0.00883341766893864
58006007,,,"For the earth which drinketh in the rain that cometh oft upon it, and bringeth forth herbs meet for them by whom it is dressed, receiveth blessing from God:",0.0335202142596245
58006008,,,"But that which beareth thorns and briers is rejected, and is nigh unto cursing; whose end is to be burned.",0.0620971545577049
58006009,,,"But, beloved, we are persuaded better things of you, and things that accompany salvation, though we thus speak.",0.996204316616058
58006010,,,"For God is not unrighteous to forget your work and labour of love, which ye have shewed toward his name, in that ye have ministered to the saints, and do minister.",0.183485299348831
58006011,,,And we desire that every one of you do shew the same diligence to the full assurance of hope unto the end:,0.44365468621254
58006012,,,"That ye be not slothful, but followers of them who through faith and patience inherit the promises.",0.00878959707915783
58006013,,,"For when God made promise to Abraham, because he could swear by no greater, he sware by himself,",0.996673583984375
58006014,,,"Saying, Surely blessing I will bless thee, and multiplying I will multiply thee.",0.507761776447296
58006015,,,"And so, after he had patiently endured, he obtained the promise.",0.965730786323547
58006016,,,For men verily swear by the greater: and an oath for confirmation is to them an end of all strife.,0.165874406695366
58006017,,,"Wherein God, willing more abundantly to shew unto the heirs of promise the immutability of his counsel, confirmed it by an oath:",0.995922803878784
58006018,,,"That by two immutable things, in which it was impossible for God to lie, we might have a strong consolation, who have fled for refuge to lay hold upon the hope set before us:",0.990857660770416
58006019,,,"Which hope we have as an anchor of the soul, both sure and stedfast, and which entereth into that within the veil;",0.730855345726013
58006020,,,"Whither the forerunner is for us entered, even Jesus, made an high priest for ever after the order of Melchisedec.",0.561925232410431
58007001,,,"For this Melchisedec, king of Salem, priest of the most high God, who met Abraham returning from the slaughter of the kings, and blessed him;",0.0945612564682961
58007002,,,"To whom also Abraham gave a tenth part of all; first being by interpretation King of righteousness, and after that also King of Salem, which is, King of peace;",0.995671153068542
58007003,,,"Without father, without mother, without descent, having neither beginning of days, nor end of life; but made like unto the Son of God; abideth a priest continually.",0.00358462426811457
58007004,,,"Now consider how great this man was, unto whom even the patriarch Abraham gave the tenth of the spoils.",0.857800900936127
58007005,,,"And verily they that are of the sons of Levi, who receive the office of the priesthood, have a commandment to take tithes of the people according to the law, that is, of their brethren, though they come out of the loins of Abraham:",0.0618242174386978
58007006,,,"But he whose descent is not counted from them received tithes of Abraham, and blessed him that had the promises.",0.211945056915283
58007007,,,And without all contradiction the less is blessed of the better.,0.999802649021149
58007008,,,"And here men that die receive tithes; but there he receiveth them, of whom it is witnessed that he liveth.",0.190885558724403
58007009,,,"And as I may so say, Levi also, who receiveth tithes, payed tithes in Abraham.",0.998452663421631
58007010,,,"For he was yet in the loins of his father, when Melchisedec met him.",0.953954100608826
58007011,,,"If therefore perfection were by the Levitical priesthood, (for under it the people received the law,) what further need was there that another priest should rise after the order of Melchisedec, and not be called after the order of Aaron?",0.995531678199768
58007012,,,"For the priesthood being changed, there is made of necessity a change also of the law.",0.999328017234802
58007013,,,"For he of whom these things are spoken pertaineth to another tribe, of which no man gave attendance at the altar.",0.996941149234772
58007014,,,For it is evident that our Lord sprang out of Juda; of which tribe Moses spake nothing concerning priesthood.,0.999008476734161
58007015,,,"And it is yet far more evident: for that after the similitude of Melchisedec there ariseth another priest,",0.999225258827209
58007016,,,"Who is made, not after the law of a carnal commandment, but after the power of an endless life.",0.0837599113583565
58007017,,,"For he testifieth, Thou art a priest for ever after the order of Melchisedec.",0.994630932807922
58007018,,,For there is verily a disannulling of the commandment going before for the weakness and unprofitableness thereof.,0.999088406562805
58007019,,,"For the law made nothing perfect, but the bringing in of a better hope did; by the which we draw nigh unto God.",0.998615384101868
58007020,,,And inasmuch as not without an oath he was made priest:,0.979369103908539
58007021,,,"(For those priests were made without an oath; but this with an oath by him that said unto him, The Lord sware and will not repent, Thou art a priest for ever after the order of Melchisedec:)",0.80095773935318
58007022,,,By so much was Jesus made a surety of a better testament.,0.999607264995575
58007023,,,"And they truly were many priests, because they were not suffered to continue by reason of death:",0.61435854434967
58007024,,,"But this man, because he continueth ever, hath an unchangeable priesthood.",0.053657878190279
58007025,,,"Wherefore he is able also to save them to the uttermost that come unto God by him, seeing he ever liveth to make intercession for them.",0.653918027877808
58007026,,,"For such an high priest became us, who is holy, harmless, undefiled, separate from sinners, and made higher than the heavens;",0.494715839624405
58007027,,,"Who needeth not daily, as those high priests, to offer up sacrifice, first for his own sins, and then for the people's: for this he did once, when he offered up himself.",0.191283509135246
58007028,,,"For the law maketh men high priests which have infirmity; but the word of the oath, which was since the law, maketh the Son, who is consecrated for evermore.",0.624063611030579
58008001,,,"Now of the things which we have spoken this is the sum: We have such an high priest, who is set on the right hand of the throne of the Majesty in the heavens;",0.0856082960963249
58008002,,,"A minister of the sanctuary, and of the true tabernacle, which the Lord pitched, and not man.",0.819952070713043
58008003,,,For every high priest is ordained to offer gifts and sacrifices: wherefore it is of necessity that this man have somewhat also to offer.,0.986244261264801
58008004,,,"For if he were on earth, he should not be a priest, seeing that there are priests that offer gifts according to the law:",0.993730068206787
58008005,,,"Who serve unto the example and shadow of heavenly things, as Moses was admonished of God when he was about to make the tabernacle: for, See, saith he, that thou make all things according to the pattern shewed to thee in the mount.",0.218635395169258
58008006,,,"But now hath he obtained a more excellent ministry, by how much also he is the mediator of a better covenant, which was established upon better promises.",0.999334394931793
58008007,,,"For if that first covenant had been faultless, then should no place have been sought for the second.",0.997327208518982
58008008,,,"For finding fault with them, he saith, Behold, the days come, saith the Lord, when I will make a new covenant with the house of Israel and with the house of Judah:",0.989241659641266
58008009,,,"Not according to the covenant that I made with their fathers in the day when I took them by the hand to lead them out of the land of Egypt; because they continued not in my covenant, and I regarded them not, saith the Lord.",0.854425966739655
58008010,,,"For this is the covenant that I will make with the house of Israel after those days, saith the Lord; I will put my laws into their mind, and write them in their hearts: and I will be to them a God, and they shall be to me a people:",0.99897974729538
58008011,,,"And they shall not teach every man his neighbour, and every man his brother, saying, Know the Lord: for all shall know me, from the least to the greatest.",0.950751066207886
58008012,,,"For I will be merciful to their unrighteousness, and their sins and their iniquities will I remember no more.",0.978979349136353
58008013,,,"In that he saith, A new covenant, he hath made the first old. Now that which decayeth and waxeth old is ready to vanish away.",0.00889928918331861
58009001,,,"Then verily the first covenant had also ordinances of divine service, and a worldly sanctuary.",0.981878101825714
58009002,,,"For there was a tabernacle made; the first, wherein was the candlestick, and the table, and the shewbread; which is called the sanctuary.",0.145133912563324
58009003,,,"And after the second veil, the tabernacle which is called the Holiest of all;",0.978994011878967
58009004,,,"Which had the golden censer, and the ark of the covenant overlaid round about with gold, wherein was the golden pot that had manna, and Aaron's rod that budded, and the tables of the covenant;",0.00600150786340237
58009005,,,And over it the cherubims of glory shadowing the mercyseat; of which we cannot now speak particularly.,0.0802247151732445
58009006,,,"Now when these things were thus ordained, the priests went always into the first tabernacle, accomplishing the service of God.",0.993412792682648
58009007,,,"But into the second went the high priest alone once every year, not without blood, which he offered for himself, and for the errors of the people:",0.911098837852478
58009008,,,"The Holy Ghost this signifying, that the way into the holiest of all was not yet made manifest, while as the first tabernacle was yet standing:",0.0981883928179741
58009009,,,"Which was a figure for the time then present, in which were offered both gifts and sacrifices, that could not make him that did the service perfect, as pertaining to the conscience;",0.958098769187927
58009010,,,"Which stood only in meats and drinks, and divers washings, and carnal ordinances, imposed on them until the time of reformation.",0.258851170539856
58009011,,,"But Christ being come an high priest of good things to come, by a greater and more perfect tabernacle, not made with hands, that is to say, not of this building;",0.907803177833557
58009012,,,"Neither by the blood of goats and calves, but by his own blood he entered in once into the holy place, having obtained eternal redemption for us.",0.00399517873302102
58009013,,,"For if the blood of bulls and of goats, and the ashes of an heifer sprinkling the unclean, sanctifieth to the purifying of the flesh:",0.00808455888181925
58009014,,,"How much more shall the blood of Christ, who through the eternal Spirit offered himself without spot to God, purge your conscience from dead works to serve the living God?",0.873117923736572
58009015,,,"And for this cause he is the mediator of the new testament, that by means of death, for the redemption of the transgressions that were under the first testament, they which are called might receive the promise of eternal inheritance.",0.248626887798309
58009016,,,"For where a testament is, there must also of necessity be the death of the testator.",0.999303221702576
58009017,,,For a testament is of force after men are dead: otherwise it is of no strength at all while the testator liveth.,0.990402579307556
58009018,,,Whereupon neither the first testament was dedicated without blood.,0.993631422519684
58009019,,,"For when Moses had spoken every precept to all the people according to the law, he took the blood of calves and of goats, with water, and scarlet wool, and hyssop, and sprinkled both the book, and all the people,",0.0532029718160629
58009020,,,"Saying, This is the blood of the testament which God hath enjoined unto you.",0.125930055975914
58009021,,,"Moreover he sprinkled with blood both the tabernacle, and all the vessels of the ministry.",0.444108486175537
58009022,,,And almost all things are by the law purged with blood; and without shedding of blood is no remission.,0.998114109039307
58009023,,,It was therefore necessary that the patterns of things in the heavens should be purified with these; but the heavenly things themselves with better sacrifices than these.,0.993180274963379
58009024,,,"For Christ is not entered into the holy places made with hands, which are the figures of the true; but into heaven itself, now to appear in the presence of God for us:",0.87997442483902
58009025,,,"Nor yet that he should offer himself often, as the high priest entereth into the holy place every year with blood of others;",0.981583654880524
58009026,,,For then must he often have suffered since the foundation of the world: but now once in the end of the world hath he appeared to put away sin by the sacrifice of himself.,0.357269465923309
58009027,,,"And as it is appointed unto men once to die, but after this the judgment:",0.991067111492157
58009028,,,So Christ was once offered to bear the sins of many; and unto them that look for him shall he appear the second time without sin unto salvation.,0.609432756900787
58010001,,,"For the law having a shadow of good things to come, and not the very image of the things, can never with those sacrifices which they offered year by year continually make the comers thereunto perfect.",0.974150419235229
58010002,,,For then would they not have ceased to be offered? because that the worshippers once purged should have had no more conscience of sins.,0.996778547763824
58010003,,,But in those sacrifices there is a remembrance again made of sins every year.,0.998553693294525
58010004,,,For it is not possible that the blood of bulls and of goats should take away sins.,0.998982608318329
58010005,,,"Wherefore when he cometh into the world, he saith, Sacrifice and offering thou wouldest not, but a body hast thou prepared me:",0.989735841751099
58010006,,,In burnt offerings and sacrifices for sin thou hast had no pleasure.,0.742677807807922
58010007,,,"Then said I, Lo, I come (in the volume of the book it is written of me,) to do thy will, O God.",0.998571276664734
58010008,,,"Above when he said, Sacrifice and offering and burnt offerings and offering for sin thou wouldest not, neither hadst pleasure therein; which are offered by the law;",0.980727672576904
58010009,,,"Then said he, Lo, I come to do thy will, O God. He taketh away the first, that he may establish the second.",0.318794220685959
58010010,,,By the which will we are sanctified through the offering of the body of Jesus Christ once for all.,0.999646544456482
58010011,,,"And every priest standeth daily ministering and offering oftentimes the same sacrifices, which can never take away sins:",0.0267455354332924
58010012,,,"But this man, after he had offered one sacrifice for sins for ever, sat down on the right hand of God;",0.142206266522408
58010013,,,From henceforth expecting till his enemies be made his footstool.,0.366510957479477
58010014,,,For by one offering he hath perfected for ever them that are sanctified.,0.960773348808289
58010015,,,"Whereof the Holy Ghost also is a witness to us: for after that he had said before,",0.150623857975006
58010016,,,"This is the covenant that I will make with them after those days, saith the Lord, I will put my laws into their hearts, and in their minds will I write them;",0.881249129772186
58010017,,,And their sins and iniquities will I remember no more.,0.95844841003418
58010018,,,"Now where remission of these is, there is no more offering for sin.",0.998765707015991
58010019,,,"Having therefore, brethren, boldness to enter into the holiest by the blood of Jesus,",0.625361502170563
58010020,,,"By a new and living way, which he hath consecrated for us, through the veil, that is to say, his flesh;",0.264695346355438
58010021,,,And having an high priest over the house of God;,0.996624231338501
58010022,,,"Let us draw near with a true heart in full assurance of faith, having our hearts sprinkled from an evil conscience, and our bodies washed with pure water.",0.512499392032623
58010023,,,Let us hold fast the profession of our faith without wavering; (for he is faithful that promised;),0.996132731437683
58010024,,,And let us consider one another to provoke unto love and to good works:,0.0191258788108826
58010025,,,"Not forsaking the assembling of ourselves together, as the manner of some is; but exhorting one another: and so much the more, as ye see the day approaching.",0.7776740193367
58010026,,,"For if we sin wilfully after that we have received the knowledge of the truth, there remaineth no more sacrifice for sins,",0.857617318630219
58010027,,,"But a certain fearful looking for of judgment and fiery indignation, which shall devour the adversaries.",0.0057681598700583
58010028,,,He that despised Moses' law died without mercy under two or three witnesses:,0.196572288870811
58010029,,,"Of how much sorer punishment, suppose ye, shall he be thought worthy, who hath trodden under foot the Son of God, and hath counted the blood of the covenant, wherewith he was sanctified, an unholy thing, and hath done despite unto the Spirit of grace?",0.012468914501369
58010030,,,"For we know him that hath said, Vengeance belongeth unto me, I will recompense, saith the Lord. And again, The Lord shall judge his people.",0.997639536857605
58010031,,,It is a fearful thing to fall into the hands of the living God.,0.971545457839966
58010032,,,"But call to remembrance the former days, in which, after ye were illuminated, ye endured a great fight of afflictions;",0.0345844440162182
58010033,,,"Partly, whilst ye were made a gazingstock both by reproaches and afflictions; and partly, whilst ye became companions of them that were so used.",0.719823062419891
58010034,,,"For ye had compassion of me in my bonds, and took joyfully the spoiling of your goods, knowing in yourselves that ye have in heaven a better and an enduring substance.",0.586085498332977
58010035,,,"Cast not away therefore your confidence, which hath great recompence of reward.",0.0589173026382923
58010036,,,"For ye have need of patience, that, after ye have done the will of God, ye might receive the promise.",0.574765205383301
58010037,,,"For yet a little while, and he that shall come will come, and will not tarry.",0.041483711451292
58010038,,,"Now the just shall live by faith: but if any man draw back, my soul shall have no pleasure in him.",0.998574376106262
58010039,,,But we are not of them who draw back unto perdition; but of them that believe to the saving of the soul.,0.314278066158295
58011001,,,"Now faith is the substance of things hoped for, the evidence of things not seen.",0.999448001384735
58011002,,,For by it the elders obtained a good report.,0.999469339847565
58011003,,,"Through faith we understand that the worlds were framed by the word of God, so that things which are seen were not made of things which do appear.",0.991371870040894
58011004,,,"By faith Abel offered unto God a more excellent sacrifice than Cain, by which he obtained witness that he was righteous, God testifying of his gifts: and by it he being dead yet speaketh.",0.634419977664948
58011005,,,"By faith Enoch was translated that he should not see death; and was not found, because God had translated him: for before his translation he had this testimony, that he pleased God.",0.9251988530159
58011006,,,"But without faith it is impossible to please him: for he that cometh to God must believe that he is, and that he is a rewarder of them that diligently seek him.",0.0561302118003368
58011007,,,"By faith Noah, being warned of God of things not seen as yet, moved with fear, prepared an ark to the saving of his house; by the which he condemned the world, and became heir of the righteousness which is by faith.",0.693634271621704
58011008,,,"By faith Abraham, when he was called to go out into a place which he should after receive for an inheritance, obeyed; and he went out, not knowing whither he went.",0.933660268783569
58011009,,,"By faith he sojourned in the land of promise, as in a strange country, dwelling in tabernacles with Isaac and Jacob, the heirs with him of the same promise:",0.0503971241414547
58011010,,,"For he looked for a city which hath foundations, whose builder and maker is God.",0.997172713279724
58011011,,,"Through faith also Sara herself received strength to conceive seed, and was delivered of a child when she was past age, because she judged him faithful who had promised.",0.748324513435364
58011012,,,"Therefore sprang there even of one, and him as good as dead, so many as the stars of the sky in multitude, and as the sand which is by the sea shore innumerable.",0.0248101893812418
58011013,,,"These all died in faith, not having received the promises, but having seen them afar off, and were persuaded of them, and embraced them, and confessed that they were strangers and pilgrims on the earth.",0.0281061269342899
58011014,,,For they that say such things declare plainly that they seek a country.,0.998365938663483
58011015,,,"And truly, if they had been mindful of that country from whence they came out, they might have had opportunity to have returned.",0.785310864448547
58011016,,,"But now they desire a better country, that is, an heavenly: wherefore God is not ashamed to be called their God: for he hath prepared for them a city.",0.989253461360931
58011017,,,"By faith Abraham, when he was tried, offered up Isaac: and he that had received the promises offered up his only begotten son,",0.896614730358124
58011018,,,"Of whom it was said, That in Isaac shall thy seed be called:",0.998814582824707
58011019,,,"Accounting that God was able to raise him up, even from the dead; from whence also he received him in a figure.",0.962609469890594
58011020,,,By faith Isaac blessed Jacob and Esau concerning things to come.,0.974259614944458
58011021,,,"By faith Jacob, when he was a dying, blessed both the sons of Joseph; and worshipped, leaning upon the top of his staff.",0.147072121500969
58011022,,,"By faith Joseph, when he died, made mention of the departing of the children of Israel; and gave commandment concerning his bones.",0.889494121074677
58011023,,,"By faith Moses, when he was born, was hid three months of his parents, because they saw he was a proper child; and they were not afraid of the king's commandment.",0.301896214485168
58011024,,,"By faith Moses, when he was come to years, refused to be called the son of Pharaoh's daughter;",0.996486067771912
58011025,,,"Choosing rather to suffer affliction with the people of God, than to enjoy the pleasures of sin for a season;",0.570659399032593
58011026,,,Esteeming the reproach of Christ greater riches than the treasures in Egypt: for he had respect unto the recompence of the reward.,0.870572507381439
58011027,,,"By faith he forsook Egypt, not fearing the wrath of the king: for he endured, as seeing him who is invisible.",0.0897928401827812
58011028,,,"Through faith he kept the passover, and the sprinkling of blood, lest he that destroyed the firstborn should touch them.",0.166057288646698
58011029,,,By faith they passed through the Red sea as by dry land: which the Egyptians assaying to do were drowned.,0.790660500526428
58011030,,,"By faith the walls of Jericho fell down, after they were compassed about seven days.",0.976103603839874
58011031,,,"By faith the harlot Rahab perished not with them that believed not, when she had received the spies with peace.",0.04494608938694
58011032,,,"And what shall I more say? for the time would fail me to tell of Gedeon, and of Barak, and of Samson, and of Jephthae; of David also, and Samuel, and of the prophets:",0.98385101556778
58011033,,,"Who through faith subdued kingdoms, wrought righteousness, obtained promises, stopped the mouths of lions.",0.0196188446134329
58011034,,,"Quenched the violence of fire, escaped the edge of the sword, out of weakness were made strong, waxed valiant in fight, turned to flight the armies of the aliens.",0.0840921401977539
58011035,,,"Women received their dead raised to life again: and others were tortured, not accepting deliverance; that they might obtain a better resurrection:",0.627280533313751
58011036,,,"And others had trial of cruel mockings and scourgings, yea, moreover of bonds and imprisonment:",0.0177492126822472
58011037,,,"They were stoned, they were sawn asunder, were tempted, were slain with the sword: they wandered about in sheepskins and goatskins; being destitute, afflicted, tormented;",0.00646572606638074
58011038,,,"(Of whom the world was not worthy:) they wandered in deserts, and in mountains, and in dens and caves of the earth.",0.0169348102062941
58011039,,,"And these all, having obtained a good report through faith, received not the promise:",0.989588737487793
58011040,,,"God having provided some better thing for us, that they without us should not be made perfect.",0.904410004615784
58012001,,,"Wherefore seeing we also are compassed about with so great a cloud of witnesses, let us lay aside every weight, and the sin which doth so easily beset us, and let us run with patience the race that is set before us,",0.456951677799225
58012002,,,"Looking unto Jesus the author and finisher of our faith; who for the joy that was set before him endured the cross, despising the shame, and is set down at the right hand of the throne of God.",0.00233915541321039
58012003,,,"For consider him that endured such contradiction of sinners against himself, lest ye be wearied and faint in your minds.",0.00907853618264198
58012004,,,"Ye have not yet resisted unto blood, striving against sin.",0.113873437047005
58012005,,,"And ye have forgotten the exhortation which speaketh unto you as unto children, My son, despise not thou the chastening of the Lord, nor faint when thou art rebuked of him:",0.00116779806558043
58012006,,,"For whom the Lord loveth he chasteneth, and scourgeth every son whom he receiveth.",0.0541565679013729
