id,text,authentic
45014021,"It is good neither to eat flesh, nor to drink wine, nor any thing whereby thy brother stumbleth, or is offended, or is made weak.",TRUE
45014022,Hast thou faith? have it to thyself before God. Happy is he that condemneth not himself in that thing which he alloweth.,TRUE
45014023,"And he that doubteth is damned if he eat, because he eateth not of faith: for whatsoever is not of faith is sin.",TRUE
45015001,"We then that are strong ought to bear the infirmities of the weak, and not to please ourselves.",TRUE
45015002,Let every one of us please his neighbour for his good to edification.,TRUE
45015003,"For even Christ pleased not himself; but, as it is written, The reproaches of them that reproached thee fell on me.",TRUE
45015004,"For whatsoever things were written aforetime were written for our learning, that we through patience and comfort of the scriptures might have hope.",TRUE
45015005,Now the God of patience and consolation grant you to be likeminded one toward another according to Christ Jesus:,TRUE
45015006,"That ye may with one mind and one mouth glorify God, even the Father of our Lord Jesus Christ.",TRUE
45015007,"Wherefore receive ye one another, as Christ also received us to the glory of God.",TRUE
45015008,"Now I say that Jesus Christ was a minister of the circumcision for the truth of God, to confirm the promises made unto the fathers:",TRUE
45015009,"And that the Gentiles might glorify God for his mercy; as it is written, For this cause I will confess to thee among the Gentiles, and sing unto thy name.",TRUE
45015010,"And again he saith, Rejoice, ye Gentiles, with his people.",TRUE
45015011,"And again, Praise the Lord, all ye Gentiles; and laud him, all ye people.",TRUE
45015012,"And again, Esaias saith, There shall be a root of Jesse, and he that shall rise to reign over the Gentiles; in him shall the Gentiles trust.",TRUE
45015013,"Now the God of hope fill you with all joy and peace in believing, that ye may abound in hope, through the power of the Holy Ghost.",TRUE
45015014,"And I myself also am persuaded of you, my brethren, that ye also are full of goodness, filled with all knowledge, able also to admonish one another.",TRUE
45015015,"Nevertheless, brethren, I have written the more boldly unto you in some sort, as putting you in mind, because of the grace that is given to me of God,",TRUE
45015016,"That I should be the minister of Jesus Christ to the Gentiles, ministering the gospel of God, that the offering up of the Gentiles might be acceptable, being sanctified by the Holy Ghost.",TRUE
45015017,I have therefore whereof I may glory through Jesus Christ in those things which pertain to God.,TRUE
45015018,"For I will not dare to speak of any of those things which Christ hath not wrought by me, to make the Gentiles obedient, by word and deed,",TRUE
45015019,"Through mighty signs and wonders, by the power of the Spirit of God; so that from Jerusalem, and round about unto Illyricum, I have fully preached the gospel of Christ.",TRUE
45015020,"Yea, so have I strived to preach the gospel, not where Christ was named, lest I should build upon another man's foundation:",TRUE
45015021,"But as it is written, To whom he was not spoken of, they shall see: and they that have not heard shall understand.",TRUE
45015022,For which cause also I have been much hindered from coming to you.,TRUE
45015023,"But now having no more place in these parts, and having a great desire these many years to come unto you;",TRUE
45015024,"Whensoever I take my journey into Spain, I will come to you: for I trust to see you in my journey, and to be brought on my way thitherward by you, if first I be somewhat filled with your company.",TRUE
45015025,But now I go unto Jerusalem to minister unto the saints.,TRUE
45015026,For it hath pleased them of Macedonia and Achaia to make a certain contribution for the poor saints which are at Jerusalem.,TRUE
45015027,"It hath pleased them verily; and their debtors they are. For if the Gentiles have been made partakers of their spiritual things, their duty is also to minister unto them in carnal things.",TRUE
45015028,"When therefore I have performed this, and have sealed to them this fruit, I will come by you into Spain.",TRUE
45015029,"And I am sure that, when I come unto you, I shall come in the fulness of the blessing of the gospel of Christ.",TRUE
45015030,"Now I beseech you, brethren, for the Lord Jesus Christ's sake, and for the love of the Spirit, that ye strive together with me in your prayers to God for me;",TRUE
45015031,That I may be delivered from them that do not believe in Judaea; and that my service which I have for Jerusalem may be accepted of the saints;,TRUE
45015032,"That I may come unto you with joy by the will of God, and may with you be refreshed.",TRUE
45015033,Now the God of peace be with you all. Amen.,TRUE
45016001,"I commend unto you Phebe our sister, which is a servant of the church which is at Cenchrea:",TRUE
45016002,"That ye receive her in the Lord, as becometh saints, and that ye assist her in whatsoever business she hath need of you: for she hath been a succourer of many, and of myself also.",TRUE
45016003,Greet Priscilla and Aquila my helpers in Christ Jesus:,TRUE
45016004,"Who have for my life laid down their own necks: unto whom not only I give thanks, but also all the churches of the Gentiles.",TRUE
45016005,"Likewise greet the church that is in their house. Salute my well-beloved Epaenetus, who is the firstfruits of Achaia unto Christ.",TRUE
45016006,"Greet Mary, who bestowed much labour on us.",TRUE
45016007,"Salute Andronicus and Junia, my kinsmen, and my fellow-prisoners, who are of note among the apostles, who also were in Christ before me.",TRUE
45016008,Greet Amplias my beloved in the Lord.,TRUE
45016009,"Salute Urbane, our helper in Christ, and Stachys my beloved.",TRUE
45016010,Salute Apelles approved in Christ. Salute them which are of Aristobulus' household.,TRUE
45016011,"Salute Herodion my kinsman. Greet them that be of the household of Narcissus, which are in the Lord.",TRUE
45016012,"Salute Tryphena and Tryphosa, who labour in the Lord. Salute the beloved Persis, which laboured much in the Lord.",TRUE
45016013,"Salute Rufus chosen in the Lord, and his mother and mine.",TRUE
45016014,"Salute Asyncritus, Phlegon, Hermas, Patrobas, Hermes, and the brethren which are with them.",TRUE
45016015,"Salute Philologus, and Julia, Nereus, and his sister, and Olympas, and all the saints which are with them.",TRUE
45016016,Salute one another with an holy kiss. The churches of Christ salute you.,TRUE
45016017,"Now I beseech you, brethren, mark them which cause divisions and offences contrary to the doctrine which ye have learned; and avoid them.",TRUE
45016018,"For they that are such serve not our Lord Jesus Christ, but their own belly; and by good words and fair speeches deceive the hearts of the simple.",TRUE
45016019,"For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.",TRUE
45016020,And the God of peace shall bruise Satan under your feet shortly. The grace of our Lord Jesus Christ be with you. Amen.,TRUE
45016021,"Timotheus my workfellow, and Lucius, and Jason, and Sosipater, my kinsmen, salute you.",TRUE
45016022,"I Tertius, who wrote this epistle, salute you in the Lord.",TRUE
45016023,"Gaius mine host, and of the whole church, saluteth you. Erastus the chamberlain of the city saluteth you, and Quartus a brother.",TRUE
45016024,The grace of our Lord Jesus Christ be with you all. Amen.,TRUE
45016025,"Now to him that is of power to stablish you according to my gospel, and the preaching of Jesus Christ, according to the revelation of the mystery, which was kept secret since the world began,",TRUE
45016026,"But now is made manifest, and by the scriptures of the prophets, according to the commandment of the everlasting God, made known to all nations for the obedience of faith:",TRUE
45016027,"To God only wise, be glory through Jesus Christ for ever. Amen.",TRUE
46001001,"Paul called to be an apostle of Jesus Christ through the will of God, and Sosthenes our brother,",TRUE
46001002,"Unto the church of God which is at Corinth, to them that are sanctified in Christ Jesus, called to be saints, with all that in every place call upon the name of Jesus Christ our Lord, both their's and our's:",TRUE
46001003,"Grace be unto you, and peace, from God our Father, and from the Lord Jesus Christ.",TRUE
46001004,"I thank my God always on your behalf, for the grace of God which is given you by Jesus Christ;",TRUE
46001005,"That in every thing ye are enriched by him, in all utterance, and in all knowledge;",TRUE
46001006,Even as the testimony of Christ was confirmed in you:,TRUE
46001007,So that ye come behind in no gift; waiting for the coming of our Lord Jesus Christ:,TRUE
46001008,"Who shall also confirm you unto the end, that ye may be blameless in the day of our Lord Jesus Christ.",TRUE
46001009,"God is faithful, by whom ye were called unto the fellowship of his Son Jesus Christ our Lord.",TRUE
46001010,"Now I beseech you, brethren, by the name of our Lord Jesus Christ, that ye all speak the same thing, and that there be no divisions among you; but that ye be perfectly joined together in the same mind and in the same judgment.",TRUE
46001011,"For it hath been declared unto me of you, my brethren, by them which are of the house of Chloe, that there are contentions among you.",TRUE
46001012,"Now this I say, that every one of you saith, I am of Paul; and I of Apollos; and I of Cephas; and I of Christ.",TRUE
46001013,Is Christ divided? was Paul crucified for you? or were ye baptized in the name of Paul?,TRUE
46001014,"I thank God that I baptized none of you, but Crispus and Gaius;",TRUE
46001015,Lest any should say that I had baptized in mine own name.,TRUE
46001016,"And I baptized also the household of Stephanas: besides, I know not whether I baptized any other.",TRUE
46001017,"For Christ sent me not to baptize, but to preach the gospel: not with wisdom of words, lest the cross of Christ should be made of none effect.",TRUE
46001018,For the preaching of the cross is to them that perish foolishness; but unto us which are saved it is the power of God.,TRUE
46001019,"For it is written, I will destroy the wisdom of the wise, and will bring to nothing the understanding of the prudent.",TRUE
46001020,Where is the wise? where is the scribe? where is the disputer of this world? hath not God made foolish the wisdom of this world?,TRUE
46001021,"For after that in the wisdom of God the world by wisdom knew not God, it pleased God by the foolishness of preaching to save them that believe.",TRUE
46001022,"For the Jews require a sign, and the Greeks seek after wisdom:",TRUE
46001023,"But we preach Christ crucified, unto the Jews a stumblingblock, and unto the Greeks foolishness;",TRUE
46001024,"But unto them which are called, both Jews and Greeks, Christ the power of God, and the wisdom of God.",TRUE
46001025,Because the foolishness of God is wiser than men; and the weakness of God is stronger than men.,TRUE
46001026,"For ye see your calling, brethren, how that not many wise men after the flesh, not many mighty, not many noble, are called:",TRUE
46001027,But God hath chosen the foolish things of the world to confound the wise; and God hath chosen the weak things of the world to confound the things which are mighty;,TRUE
46001028,"And base things of the world, and things which are despised, hath God chosen, yea, and things which are not, to bring to nought things that are:",TRUE
46001029,That no flesh should glory in his presence.,TRUE
46001030,"But of him are ye in Christ Jesus, who of God is made unto us wisdom, and righteousness, and sanctification, and redemption:",TRUE
46001031,"That, according as it is written, He that glorieth, let him glory in the Lord.",TRUE
46002001,"And I, brethren, when I came to you, came not with excellency of speech or of wisdom, declaring unto you the testimony of God.",TRUE
46002002,"For I determined not to know any thing among you, save Jesus Christ, and him crucified.",TRUE
46002003,"And I was with you in weakness, and in fear, and in much trembling.",TRUE
46002004,"And my speech and my preaching was not with enticing words of man's wisdom, but in demonstration of the Spirit and of power:",TRUE
46002005,"That your faith should not stand in the wisdom of men, but in the power of God.",TRUE
46002006,"Howbeit we speak wisdom among them that are perfect: yet not the wisdom of this world, nor of the princes of this world, that come to nought:",TRUE
46002007,"But we speak the wisdom of God in a mystery, even the hidden wisdom, which God ordained before the world unto our glory:",TRUE
46002008,"Which none of the princes of this world knew: for had they known it, they would not have crucified the Lord of glory.",TRUE
46002009,"But as it is written, Eye hath not seen, nor ear heard, neither have entered into the heart of man, the things which God hath prepared for them that love him.",TRUE
46002010,"But God hath revealed them unto us by his Spirit: for the Spirit searcheth all things, yea, the deep things of God.",TRUE
46002011,"For what man knoweth the things of a man, save the spirit of man which is in him? even so the things of God knoweth no man, but the Spirit of God.",TRUE
46002012,"Now we have received, not the spirit of the world, but the spirit which is of God; that we might know the things that are freely given to us of God.",TRUE
46002013,"Which things also we speak, not in the words which man's wisdom teacheth, but which the Holy Ghost teacheth; comparing spiritual things with spiritual.",TRUE
46002014,"But the natural man receiveth not the things of the Spirit of God: for they are foolishness unto him: neither can he know them, because they are spiritually discerned.",TRUE
46002015,"But he that is spiritual judgeth all things, yet he himself is judged of no man.",TRUE
46002016,"For who hath known the mind of the Lord, that he may instruct him? But we have the mind of Christ.",TRUE
46003001,"And I, brethren, could not speak unto you as unto spiritual, but as unto carnal, even as unto babes in Christ.",TRUE
46003002,"I have fed you with milk, and not with meat: for hitherto ye were not able to bear it, neither yet now are ye able.",TRUE
46003003,"For ye are yet carnal: for whereas there is among you envying, and strife, and divisions, are ye not carnal, and walk as men?",TRUE
46003004,"For while one saith, I am of Paul; and another, I am of Apollos; are ye not carnal?",TRUE
46003005,"Who then is Paul, and who is Apollos, but ministers by whom ye believed, even as the Lord gave to every man?",TRUE
46003006,"I have planted, Apollos watered; but God gave the increase.",TRUE
46003007,"So then neither is he that planteth any thing, neither he that watereth; but God that giveth the increase.",TRUE
46003008,Now he that planteth and he that watereth are one: and every man shall receive his own reward according to his own labour.,TRUE
46003009,"For we are labourers together with God: ye are God's husbandry, ye are God's building.",TRUE
46003010,"According to the grace of God which is given unto me, as a wise masterbuilder, I have laid the foundation, and another buildeth thereon. But let every man take heed how he buildeth thereupon.",TRUE
46003011,"For other foundation can no man lay than that is laid, which is Jesus Christ.",TRUE
46003012,"Now if any man build upon this foundation gold, silver, precious stones, wood, hay, stubble;",TRUE
46003013,"Every man's work shall be made manifest: for the day shall declare it, because it shall be revealed by fire; and the fire shall try every man's work of what sort it is.",TRUE
46003014,"If any man's work abide which he hath built thereupon, he shall receive a reward.",TRUE
46003015,"If any man's work shall be burned, he shall suffer loss: but he himself shall be saved; yet so as by fire.",TRUE
46003016,"Know ye not that ye are the temple of God, and that the Spirit of God dwelleth in you?",TRUE
46003017,"If any man defile the temple of God, him shall God destroy; for the temple of God is holy, which temple ye are.",TRUE
46003018,"Let no man deceive himself. If any man among you seemeth to be wise in this world, let him become a fool, that he may be wise.",TRUE
46003019,"For the wisdom of this world is foolishness with God. For it is written, He taketh the wise in their own craftiness.",TRUE
46003020,"And again, The Lord knoweth the thoughts of the wise, that they are vain.",TRUE
46003021,Therefore let no man glory in men. For all things are your's;,TRUE
46003022,"Whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come; all are your's;",TRUE
46003023,And ye are Christ's; and Christ is God's.,TRUE
46004001,"Let a man so account of us, as of the ministers of Christ, and stewards of the mysteries of God.",TRUE
46004002,"Moreover it is required in stewards, that a man be found faithful.",TRUE
46004003,"But with me it is a very small thing that I should be judged of you, or of man's judgment: yea, I judge not mine own self.",TRUE
46004004,For I know nothing by myself; yet am I not hereby justified: but he that judgeth me is the Lord.,TRUE
46004005,"Therefore judge nothing before the time, until the Lord come, who both will bring to light the hidden things of darkness, and will make manifest the counsels of the hearts: and then shall every man have praise of God.",TRUE
46004006,"And these things, brethren, I have in a figure transferred to myself and to Apollos for your sakes; that ye might learn in us not to think of men above that which is written, that no one of you be puffed up for one against another.",TRUE
46004007,"For who maketh thee to differ from another? and what hast thou that thou didst not receive? now if thou didst receive it, why dost thou glory, as if thou hadst not received it?",TRUE
46004008,"Now ye are full, now ye are rich, ye have reigned as kings without us: and I would to God ye did reign, that we also might reign with you.",TRUE
46004009,"For I think that God hath set forth us the apostles last, as it were appointed to death: for we are made a spectacle unto the world, and to angels, and to men.",TRUE
46004010,"We are fools for Christ's sake, but ye are wise in Christ; we are weak, but ye are strong; ye are honourable, but we are despised.",TRUE
46004011,"Even unto this present hour we both hunger, and thirst, and are naked, and are buffeted, and have no certain dwellingplace;",TRUE
46004012,"And labour, working with our own hands: being reviled, we bless; being persecuted, we suffer it:",TRUE
46004013,"Being defamed, we intreat: we are made as the filth of the world, and are the offscouring of all things unto this day.",TRUE
46004014,"I write not these things to shame you, but as my beloved sons I warn you.",TRUE
46004015,"For though ye have ten thousand instructers in Christ, yet have ye not many fathers: for in Christ Jesus I have begotten you through the gospel.",TRUE
46004016,"Wherefore I beseech you, be ye followers of me.",TRUE
46004017,"For this cause have I sent unto you Timotheus, who is my beloved son, and faithful in the Lord, who shall bring you into remembrance of my ways which be in Christ, as I teach every where in every church.",TRUE
46004018,"Now some are puffed up, as though I would not come to you.",TRUE
46004019,"But I will come to you shortly, if the Lord will, and will know, not the speech of them which are puffed up, but the power.",TRUE
46004020,"For the kingdom of God is not in word, but in power.",TRUE
46004021,"What will ye? shall I come unto you with a rod, or in love, and in the spirit of meekness?",TRUE
46005001,"It is reported commonly that there is fornication among you, and such fornication as is not so much as named among the Gentiles, that one should have his father's wife.",TRUE
46005002,"And ye are puffed up, and have not rather mourned, that he that hath done this deed might be taken away from among you.",TRUE
46005003,"For I verily, as absent in body, but present in spirit, have judged already, as though I were present, concerning him that hath so done this deed,",TRUE
46005004,"In the name of our Lord Jesus Christ, when ye are gathered together, and my spirit, with the power of our Lord Jesus Christ,",TRUE
46005005,"To deliver such an one unto Satan for the destruction of the flesh, that the spirit may be saved in the day of the Lord Jesus.",TRUE
46005006,Your glorying is not good. Know ye not that a little leaven leaveneth the whole lump?,TRUE
46005007,"Purge out therefore the old leaven, that ye may be a new lump, as ye are unleavened. For even Christ our passover is sacrificed for us:",TRUE
46005008,"Therefore let us keep the feast, not with old leaven, neither with the leaven of malice and wickedness; but with the unleavened bread of sincerity and truth.",TRUE
46005009,I wrote unto you in an epistle not to company with fornicators:,TRUE
46005010,"Yet not altogether with the fornicators of this world, or with the covetous, or extortioners, or with idolaters; for then must ye needs go out of the world.",TRUE
46005011,"But now I have written unto you not to keep company, if any man that is called a brother be a fornicator, or covetous, or an idolater, or a railer, or a drunkard, or an extortioner; with such an one no not to eat.",TRUE
46005012,For what have I to do to judge them also that are without? do not ye judge them that are within?,TRUE
46005013,But them that are without God judgeth. Therefore put away from among yourselves that wicked person.,TRUE
46006001,"Dare any of you, having a matter against another, go to law before the unjust, and not before the saints?",TRUE
46006002,"Do ye not know that the saints shall judge the world? and if the world shall be judged by you, are ye unworthy to judge the smallest matters?",TRUE
46006003,Know ye not that we shall judge angels? how much more things that pertain to this life?,TRUE
46006004,"If then ye have judgments of things pertaining to this life, set them to judge who are least esteemed in the church.",TRUE
46006005,"I speak to your shame. Is it so, that there is not a wise man among you? no, not one that shall be able to judge between his brethren?",TRUE
46006006,"But brother goeth to law with brother, and that before the unbelievers.",TRUE
46006007,"Now therefore there is utterly a fault among you, because ye go to law one with another. Why do ye not rather take wrong? why do ye not rather suffer yourselves to be defrauded?",TRUE
46006008,"Nay, ye do wrong, and defraud, and that your brethren.",TRUE
46006009,"Know ye not that the unrighteous shall not inherit the kingdom of God? Be not deceived: neither fornicators, nor idolaters, nor adulterers, nor effeminate, nor abusers of themselves with mankind,",TRUE
46006010,"Nor thieves, nor covetous, nor drunkards, nor revilers, nor extortioners, shall inherit the kingdom of God.",TRUE
46006011,"And such were some of you: but ye are washed, but ye are sanctified, but ye are justified in the name of the Lord Jesus, and by the Spirit of our God.",TRUE
46006012,"All things are lawful unto me, but all things are not expedient: all things are lawful for me, but I will not be brought under the power of any.",TRUE
46006013,"Meats for the belly, and the belly for meats: but God shall destroy both it and them. Now the body is not for fornication, but for the Lord; and the Lord for the body.",TRUE
46006014,"And God hath both raised up the Lord, and will also raise up us by his own power.",TRUE
46006015,"Know ye not that your bodies are the members of Christ? shall I then take the members of Christ, and make them the members of an harlot? God forbid.",TRUE
46006016,"What? know ye not that he which is joined to an harlot is one body? for two, saith he, shall be one flesh.",TRUE
46006017,But he that is joined unto the Lord is one spirit.,TRUE
46006018,Flee fornication. Every sin that a man doeth is without the body; but he that committeth fornication sinneth against his own body.,TRUE
46006019,"What? know ye not that your body is the temple of the Holy Ghost which is in you, which ye have of God, and ye are not your own?",TRUE
46006020,"For ye are bought with a price: therefore glorify God in your body, and in your spirit, which are God's.",TRUE
46007001,Now concerning the things whereof ye wrote unto me: It is good for a man not to touch a woman.,TRUE
46007002,"Nevertheless, to avoid fornication, let every man have his own wife, and let every woman have her own husband.",TRUE
46007003,Let the husband render unto the wife due benevolence: and likewise also the wife unto the husband.,TRUE
46007004,"The wife hath not power of her own body, but the husband: and likewise also the husband hath not power of his own body, but the wife.",TRUE
46007005,"Defraud ye not one the other, except it be with consent for a time, that ye may give yourselves to fasting and prayer; and come together again, that Satan tempt you not for your incontinency.",TRUE
46007006,"But I speak this by permission, and not of commandment.",TRUE
46007007,"For I would that all men were even as I myself. But every man hath his proper gift of God, one after this manner, and another after that.",TRUE
46007008,"I say therefore to the unmarried and widows, It is good for them if they abide even as I.",TRUE
46007009,"But if they cannot contain, let them marry: for it is better to marry than to burn.",TRUE
46007010,"And unto the married I command, yet not I, but the Lord, Let not the wife depart from her husband:",TRUE
46007011,"But and if she depart, let her remain unmarried or be reconciled to her husband: and let not the husband put away his wife.",TRUE
46007012,"But to the rest speak I, not the Lord: If any brother hath a wife that believeth not, and she be pleased to dwell with him, let him not put her away.",TRUE
46007013,"And the woman which hath an husband that believeth not, and if he be pleased to dwell with her, let her not leave him.",TRUE
46007014,"For the unbelieving husband is sanctified by the wife, and the unbelieving wife is sanctified by the husband: else were your children unclean; but now are they holy.",TRUE
46007015,"But if the unbelieving depart, let him depart. A brother or a sister is not under bondage in such cases: but God hath called us to peace.",TRUE
46007016,"For what knowest thou, O wife, whether thou shalt save thy husband? or how knowest thou, O man, whether thou shalt save thy wife?",TRUE
46007017,"But as God hath distributed to every man, as the Lord hath called every one, so let him walk. And so ordain I in all churches.",TRUE
46007018,Is any man called being circumcised? let him not become uncircumcised. Is any called in uncircumcision? let him not be circumcised.,TRUE
46007019,"Circumcision is nothing, and uncircumcision is nothing, but the keeping of the commandments of God.",TRUE
46007020,Let every man abide in the same calling wherein he was called.,TRUE
46007021,"Art thou called being a servant? care not for it: but if thou mayest be made free, use it rather.",TRUE
46007022,"For he that is called in the Lord, being a servant, is the Lord's freeman: likewise also he that is called, being free, is Christ's servant.",TRUE
46007023,Ye are bought with a price; be not ye the servants of men.,TRUE
46007024,"Brethren, let every man, wherein he is called, therein abide with God.",TRUE
46007025,"Now concerning virgins I have no commandment of the Lord: yet I give my judgment, as one that hath obtained mercy of the Lord to be faithful.",TRUE
46007026,"I suppose therefore that this is good for the present distress, I say, that it is good for a man so to be.",TRUE
46007027,Art thou bound unto a wife? seek not to be loosed. Art thou loosed from a wife? seek not a wife.,TRUE
46007028,"But and if thou marry, thou hast not sinned; and if a virgin marry, she hath not sinned. Nevertheless such shall have trouble in the flesh: but I spare you.",TRUE
46007029,"But this I say, brethren, the time is short: it remaineth, that both they that have wives be as though they had none;",TRUE
46007030,"And they that weep, as though they wept not; and they that rejoice, as though they rejoiced not; and they that buy, as though they possessed not;",TRUE
46007031,"And they that use this world, as not abusing it: for the fashion of this world passeth away.",TRUE
46007032,"But I would have you without carefulness. He that is unmarried careth for the things that belong to the Lord, how he may please the Lord:",TRUE
46007033,"But he that is married careth for the things that are of the world, how he may please his wife.",TRUE
46007034,"There is difference also between a wife and a virgin. The unmarried woman careth for the things of the Lord, that she may be holy both in body and in spirit: but she that is married careth for the things of the world, how she may please her husband.",TRUE
46007035,"And this I speak for your own profit; not that I may cast a snare upon you, but for that which is comely, and that ye may attend upon the Lord without distraction.",TRUE
46007036,"But if any man think that he behaveth himself uncomely toward his virgin, if she pass the flower of her age, and need so require, let him do what he will, he sinneth not: let them marry.",TRUE
46007037,"Nevertheless he that standeth stedfast in his heart, having no necessity, but hath power over his own will, and hath so decreed in his heart that he will keep his virgin, doeth well.",TRUE
46007038,So then he that giveth her in marriage doeth well; but he that giveth her not in marriage doeth better.,TRUE
46007039,"The wife is bound by the law as long as her husband liveth; but if her husband be dead, she is at liberty to be married to whom she will; only in the Lord.",TRUE
46007040,"But she is happier if she so abide, after my judgment: and I think also that I have the Spirit of God.",TRUE
46008001,"Now as touching things offered unto idols, we know that we all have knowledge. Knowledge puffeth up, but charity edifieth.",TRUE
46008002,"And if any man think that he knoweth any thing, he knoweth nothing yet as he ought to know.",TRUE
46008003,"But if any man love God, the same is known of him.",TRUE
46008004,"As concerning therefore the eating of those things that are offered in sacrifice unto idols, we know that an idol is nothing in the world, and that there is none other God but one.",TRUE
46008005,"For though there be that are called gods, whether in heaven or in earth, (as there be gods many, and lords many,)",TRUE
46008006,"But to us there is but one God, the Father, of whom are all things, and we in him; and one Lord Jesus Christ, by whom are all things, and we by him.",TRUE
46008007,Howbeit there is not in every man that knowledge: for some with conscience of the idol unto this hour eat it as a thing offered unto an idol; and their conscience being weak is defiled.,TRUE
46008008,"But meat commendeth us not to God: for neither, if we eat, are we the better; neither, if we eat not, are we the worse.",TRUE
46008009,But take heed lest by any means this liberty of your's become a stumblingblock to them that are weak.,TRUE
46008010,"For if any man see thee which hast knowledge sit at meat in the idol's temple, shall not the conscience of him which is weak be emboldened to eat those things which are offered to idols;",TRUE
46008011,"And through thy knowledge shall the weak brother perish, for whom Christ died?",TRUE
46008012,"But when ye sin so against the brethren, and wound their weak conscience, ye sin against Christ.",TRUE
46008013,"Wherefore, if meat make my brother to offend, I will eat no flesh while the world standeth, lest I make my brother to offend.",TRUE
46009001,Am I not an apostle? am I not free? have I not seen Jesus Christ our Lord? are not ye my work in the Lord?,TRUE
46009002,"If I be not an apostle unto others, yet doubtless I am to you: for the seal of mine apostleship are ye in the Lord.",TRUE
46009003,"Mine answer to them that do examine me is this,",TRUE
46009004,Have we not power to eat and to drink?,TRUE
46009005,"Have we not power to lead about a sister, a wife, as well as other apostles, and as the brethren of the Lord, and Cephas?",TRUE
46009006,"Or I only and Barnabas, have not we power to forbear working?",TRUE
46009007,"Who goeth a warfare any time at his own charges? who planteth a vineyard, and eateth not of the fruit thereof? or who feedeth a flock, and eateth not of the milk of the flock?",TRUE
46009008,Say I these things as a man? or saith not the law the same also?,TRUE
46009009,"For it is written in the law of Moses, Thou shalt not muzzle the mouth of the ox that treadeth out the corn. Doth God take care for oxen?",TRUE
46009010,"Or saith he it altogether for our sakes? For our sakes, no doubt, this is written: that he that ploweth should plow in hope; and that he that thresheth in hope should be partaker of his hope.",TRUE
46009011,"If we have sown unto you spiritual things, is it a great thing if we shall reap your carnal things?",TRUE
46009012,"If others be partakers of this power over you, are not we rather? Nevertheless we have not used this power; but suffer all things, lest we should hinder the gospel of Christ.",TRUE
46009013,Do ye not know that they which minister about holy things live of the things of the temple? and they which wait at the altar are partakers with the altar?,TRUE
46009014,Even so hath the Lord ordained that they which preach the gospel should live of the gospel.,TRUE
46009015,"But I have used none of these things: neither have I written these things, that it should be so done unto me: for it were better for me to die, than that any man should make my glorying void.",TRUE
46009016,"For though I preach the gospel, I have nothing to glory of: for necessity is laid upon me; yea, woe is unto me, if I preach not the gospel!",TRUE
46009017,"For if I do this thing willingly, I have a reward: but if against my will, a dispensation of the gospel is committed unto me.",TRUE
46009018,"What is my reward then? Verily that, when I preach the gospel, I may make the gospel of Christ without charge, that I abuse not my power in the gospel.",TRUE
46009019,"For though I be free from all men, yet have I made myself servant unto all, that I might gain the more.",TRUE
46009020,"And unto the Jews I became as a Jew, that I might gain the Jews; to them that are under the law, as under the law, that I might gain them that are under the law;",TRUE
46009021,"To them that are without law, as without law, (being not without law to God, but under the law to Christ,) that I might gain them that are without law.",TRUE
46009022,"To the weak became I as weak, that I might gain the weak: I am made all things to all men, that I might by all means save some.",TRUE
46009023,"And this I do for the gospel's sake, that I might be partaker thereof with you.",TRUE
46009024,"Know ye not that they which run in a race run all, but one receiveth the prize? So run, that ye may obtain.",TRUE
46009025,And every man that striveth for the mastery is temperate in all things. Now they do it to obtain a corruptible crown; but we an incorruptible.,TRUE
46009026,"I therefore so run, not as uncertainly; so fight I, not as one that beateth the air:",TRUE
46009027,"But I keep under my body, and bring it into subjection: lest that by any means, when I have preached to others, I myself should be a castaway.",TRUE
46010001,"Moreover, brethren, I would not that ye should be ignorant, how that all our fathers were under the cloud, and all passed through the sea;",TRUE
46010002,And were all baptized unto Moses in the cloud and in the sea;,TRUE
46010003,And did all eat the same spiritual meat;,TRUE
46010004,And did all drink the same spiritual drink: for they drank of that spiritual Rock that followed them: and that Rock was Christ.,TRUE
46010005,But with many of them God was not well pleased: for they were overthrown in the wilderness.,TRUE
46010006,"Now these things were our examples, to the intent we should not lust after evil things, as they also lusted.",TRUE
46010007,"Neither be ye idolaters, as were some of them; as it is written, The people sat down to eat and drink, and rose up to play.",TRUE
46010008,"Neither let us commit fornication, as some of them committed, and fell in one day three and twenty thousand.",TRUE
46010009,"Neither let us tempt Christ, as some of them also tempted, and were destroyed of serpents.",TRUE
46010010,"Neither murmur ye, as some of them also murmured, and were destroyed of the destroyer.",TRUE
46010011,"Now all these things happened unto them for ensamples: and they are written for our admonition, upon whom the ends of the world are come.",TRUE
46010012,Wherefore let him that thinketh he standeth take heed lest he fall.,TRUE
46010013,"There hath no temptation taken you but such as is common to man: but God is faithful, who will not suffer you to be tempted above that ye are able; but will with the temptation also make a way to escape, that ye may be able to bear it.",TRUE
46010014,"Wherefore, my dearly beloved, flee from idolatry.",TRUE
46010015,I speak as to wise men; judge ye what I say.,TRUE
46010016,"The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ?",TRUE
46010017,"For we being many are one bread, and one body: for we are all partakers of that one bread.",TRUE
46010018,Behold Israel after the flesh: are not they which eat of the sacrifices partakers of the altar?,TRUE
