id,book,chapter,verse,text,authentic
61001017,2 Peter,1,17,"For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.",False
62005002,1 John,5,2,"By this we know that we love the children of God, when we love God, and keep his commandments.",False
62003005,1 John,3,5,And ye know that he was manifested to take away our sins; and in him is no sin.,False
62002013,1 John,2,13,"I write unto you, fathers, because ye have known him that is from the beginning. I write unto you, young men, because ye have overcome the wicked one. I write unto you, little children, because ye have known the Father.",False
62002011,1 John,2,11,"But he that hateth his brother is in darkness, and walketh in darkness, and knoweth not whither he goeth, because that darkness hath blinded his eyes.",False
60004012,1 Peter,4,12,"Beloved, think it not strange concerning the fiery trial which is to try you, as though some strange thing happened unto you:",False
64001015,3 John,1,15,[],False
60001005,1 Peter,1,5,Who are kept by the power of God through faith unto salvation ready to be revealed in the last time.,False
62003017,1 John,3,17,"But whoso hath this world's good, and seeth his brother have need, and shutteth up his bowels of compassion from him, how dwelleth the love of God in him?",False
60001017,1 Peter,1,17,"And if ye call on the Father, who without respect of persons judgeth according to every man's work, pass the time of your sojourning here in fear:",False
62003015,1 John,3,15,Whosoever hateth his brother is a murderer: and ye know that no murderer hath eternal life abiding in him.,False
60004011,1 Peter,4,11,"If any man speak, let him speak as the oracles of God; if any man minister, let him do it as of the ability which God giveth: that God in all things may be glorified through Jesus Christ, to whom be praise and dominion for ever and ever. Amen.",False
60001019,1 Peter,1,19,"But with the precious blood of Christ, as of a lamb without blemish and without spot:",False
62002023,1 John,2,23,"Whosoever denieth the Son, the same hath not the Father: he that acknowledgeth the Son hath the Father also.",False
59005016,James,5,16,"Confess your faults one to another, and pray one for another, that ye may be healed. The effectual fervent prayer of a righteous man availeth much.",False
59005018,James,5,18,"And he prayed again, and the heaven gave rain, and the earth brought forth her fruit.",False
59004003,James,4,3,"Ye ask, and receive not, because ye ask amiss, that ye may consume it upon your lusts.",False
59005015,James,5,15,"And the prayer of faith shall save the sick, and the Lord shall raise him up; and if he have committed sins, they shall be forgiven him.",False
61001012,2 Peter,1,12,"Wherefore I will not be negligent to put you always in remembrance of these things, though ye know them, and be established in the present truth.",False
65001008,Jude,1,8,"Likewise also these filthy dreamers defile the flesh, despise dominion, and speak evil of dignities.",False
60001009,1 Peter,1,9,"Receiving the end of your faith, even the salvation of your souls.",False
62004017,1 John,4,17,"Herein is our love made perfect, that we may have boldness in the day of judgment: because as he is, so are we in this world.",False
62003020,1 John,3,20,"For if our heart condemn us, God is greater than our heart, and knoweth all things.",False
61002011,2 Peter,2,11,"Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.",False
60002004,1 Peter,2,4,"To whom coming, as unto a living stone, disallowed indeed of men, but chosen of God, and precious,",False
59003014,James,3,14,"But if ye have bitter envying and strife in your hearts, glory not, and lie not against the truth.",False
59004011,James,4,11,"Speak not evil one of another, brethren. He that speaketh evil of his brother, and judgeth his brother, speaketh evil of the law, and judgeth the law: but if thou judge the law, thou art not a doer of the law, but a judge.",False
63001011,2 John,1,11,For he that biddeth him God speed is partaker of his evil deeds.,False
63001010,2 John,1,10,"If there come any unto you, and bring not this doctrine, receive him not into your house, neither bid him God speed:",False
62002008,1 John,2,8,"Again, a new commandment I write unto you, which thing is true in him and in you: because the darkness is past, and the true light now shineth.",False
59003007,James,3,7,"For every kind of beasts, and of birds, and of serpents, and of things in the sea, is tamed, and hath been tamed of mankind:",False
61002022,2 Peter,2,22,"But it is happened unto them according to the true proverb, The dog is turned to his own vomit again; and the sow that was washed to her wallowing in the mire.",False
62002021,1 John,2,21,"I have not written unto you because ye know not the truth, but because ye know it, and that no lie is of the truth.",False
60001016,1 Peter,1,16,"Because it is written, Be ye holy; for I am holy.",False
61003006,2 Peter,3,6,"Whereby the world that then was, being overflowed with water, perished:",False
64001002,3 John,1,2,"Beloved, I wish above all things that thou mayest prosper and be in health, even as thy soul prospereth.",False
59004013,James,4,13,"Go to now, ye that say, To day or to morrow we will go into such a city, and continue there a year, and buy and sell, and get gain:",False
59003004,James,3,4,"Behold also the ships, which though they be so great, and are driven of fierce winds, yet are they turned about with a very small helm, whithersoever the governor listeth.",False
62004007,1 John,4,7,"Beloved, let us love one another: for love is of God; and every one that loveth is born of God, and knoweth God.",False
61002003,2 Peter,2,3,"And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.",False
59001025,James,1,25,"But whoso looketh into the perfect law of liberty, and continueth therein, he being not a forgetful hearer, but a doer of the work, this man shall be blessed in his deed.",False
60002014,1 Peter,2,14,"Or unto governors, as unto them that are sent by him for the punishment of evildoers, and for the praise of them that do well.",False
59002005,James,2,5,"Hearken, my beloved brethren, Hath not God chosen the poor of this world rich in faith, and heirs of the kingdom which he hath promised to them that love him?",False
59004017,James,4,17,"Therefore to him that knoweth to do good, and doeth it not, to him it is sin.",False
61002007,2 Peter,2,7,"And delivered just Lot, vexed with the filthy conversation of the wicked:",False
60002022,1 Peter,2,22,"Who did no sin, neither was guile found in his mouth:",False
61003017,2 Peter,3,17,"Ye therefore, beloved, seeing ye know these things before, beware lest ye also, being led away with the error of the wicked, fall from your own stedfastness.",False
60001007,1 Peter,1,7,"That the trial of your faith, being much more precious than of gold that perisheth, though it be tried with fire, might be found unto praise and honour and glory at the appearing of Jesus Christ:",False
59002011,James,2,11,"For he that said, Do not commit adultery, said also, Do not kill. Now if thou commit no adultery, yet if thou kill, thou art become a transgressor of the law.",False
60004010,1 Peter,4,10,"As every man hath received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.",False
63001008,2 John,1,8,"Look to yourselves, that we lose not those things which we have wrought, but that we receive a full reward.",False
65001003,Jude,1,3,"Beloved, when I gave all diligence to write unto you of the common salvation, it was needful for me to write unto you, and exhort you that ye should earnestly contend for the faith which was once delivered unto the saints.",False
60003004,1 Peter,3,4,"But let it be the hidden man of the heart, in that which is not corruptible, even the ornament of a meek and quiet spirit, which is in the sight of God of great price.",False
62002003,1 John,2,3,"And hereby we do know that we know him, if we keep his commandments.",False
61001019,2 Peter,1,19,"We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:",False
62004003,1 John,4,3,"And every spirit that confesseth not that Jesus Christ is come in the flesh is not of God: and this is that spirit of antichrist, whereof ye have heard that it should come; and even now already is it in the world.",False
62002007,1 John,2,7,"Brethren, I write no new commandment unto you, but an old commandment which ye had from the beginning. The old commandment is the word which ye have heard from the beginning.",False
64001008,3 John,1,8,"We therefore ought to receive such, that we might be fellowhelpers to the truth.",False
61002008,2 Peter,2,8,"(For that righteous man dwelling among them, in seeing and hearing, vexed his righteous soul from day to day with their unlawful deeds;)",False
59005014,James,5,14,"Is any sick among you? let him call for the elders of the church; and let them pray over him, anointing him with oil in the name of the Lord:",False
61002012,2 Peter,2,12,"But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;",False
60001020,1 Peter,1,20,"Who verily was foreordained before the foundation of the world, but was manifest in these last times for you,",False
60001004,1 Peter,1,4,"To an inheritance incorruptible, and undefiled, and that fadeth not away, reserved in heaven for you,",False
61002021,2 Peter,2,21,"For it had been better for them not to have known the way of righteousness, than, after they have known it, to turn from the holy commandment delivered unto them.",False
62004011,1 John,4,11,"Beloved, if God so loved us, we ought also to love one another.",False
59005020,James,5,20,"Let him know, that he which converteth the sinner from the error of his way shall save a soul from death, and shall hide a multitude of sins.",False
59003003,James,3,3,"Behold, we put bits in the horses' mouths, that they may obey us; and we turn about their whole body.",False
60002023,1 Peter,2,23,"Who, when he was reviled, reviled not again; when he suffered, he threatened not; but committed himself to him that judgeth righteously:",False
60002002,1 Peter,2,2,"As newborn babes, desire the sincere milk of the word, that ye may grow thereby:",False
62003014,1 John,3,14,"We know that we have passed from death unto life, because we love the brethren. He that loveth not his brother abideth in death.",False
62002018,1 John,2,18,"Little children, it is the last time: and as ye have heard that antichrist shall come, even now are there many antichrists; whereby we know that it is the last time.",False
65001023,Jude,1,23,"And others save with fear, pulling them out of the fire; hating even the garment spotted by the flesh.",False
62003008,1 John,3,8,"He that committeth sin is of the devil; for the devil sinneth from the beginning. For this purpose the Son of God was manifested, that he might destroy the works of the devil.",False
60003009,1 Peter,3,9,"Not rendering evil for evil, or railing for railing: but contrariwise blessing; knowing that ye are thereunto called, that ye should inherit a blessing.",False
65001016,Jude,1,16,"These are murmurers, complainers, walking after their own lusts; and their mouth speaketh great swelling words, having men's persons in admiration because of advantage.",False
60004006,1 Peter,4,6,"For for this cause was the gospel preached also to them that are dead, that they might be judged according to men in the flesh, but live according to God in the spirit.",False
61002017,2 Peter,2,17,"These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.",False
61002018,2 Peter,2,18,"For when they speak great swelling words of vanity, they allure through the lusts of the flesh, through much wantonness, those that were clean escaped from them who live in error.",False
60004015,1 Peter,4,15,"But let none of you suffer as a murderer, or as a thief, or as an evildoer, or as a busybody in other men's matters.",False
62005016,1 John,5,16,"If any man see his brother sin a sin which is not unto death, he shall ask, and he shall give him life for them that sin not unto death. There is a sin unto death: I do not say that he shall pray for it.",False
60004007,1 Peter,4,7,"But the end of all things is at hand: be ye therefore sober, and watch unto prayer.",False
60002025,1 Peter,2,25,For ye were as sheep going astray; but are now returned unto the Shepherd and Bishop of your souls.,False
64001010,3 John,1,10,"Wherefore, if I come, I will remember his deeds which he doeth, prating against us with malicious words: and not content therewith, neither doth he himself receive the brethren, and forbiddeth them that would, and casteth them out of the church.",False
59004012,James,4,12,"There is one lawgiver, who is able to save and to destroy: who art thou that judgest another?",False
60002005,1 Peter,2,5,"Ye also, as lively stones, are built up a spiritual house, an holy priesthood, to offer up spiritual sacrifices, acceptable to God by Jesus Christ.",False
59003001,James,3,1,"My brethren, be not many masters, knowing that we shall receive the greater condemnation.",False
61003007,2 Peter,3,7,"But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.",False
59004014,James,4,14,"Whereas ye know not what shall be on the morrow. For what is your life? It is even a vapour, that appeareth for a little time, and then vanisheth away.",False
63001004,2 John,1,4,"I rejoiced greatly that I found of thy children walking in truth, as we have received a commandment from the Father.",False
62005017,1 John,5,17,All unrighteousness is sin: and there is a sin not unto death.,False
59002025,James,2,25,"Likewise also was not Rahab the harlot justified by works, when she had received the messengers, and had sent them out another way?",False
59005011,James,5,11,"Behold, we count them happy which endure. Ye have heard of the patience of Job, and have seen the end of the Lord; that the Lord is very pitiful, and of tender mercy.",False
59001011,James,1,11,"For the sun is no sooner risen with a burning heat, but it withereth the grass, and the flower thereof falleth, and the grace of the fashion of it perisheth: so also shall the rich man fade away in his ways.",False
60002021,1 Peter,2,21,"For even hereunto were ye called: because Christ also suffered for us, leaving us an example, that ye should follow his steps:",False
62005013,1 John,5,13,"These things have I written unto you that believe on the name of the Son of God; that ye may know that ye have eternal life, and that ye may believe on the name of the Son of God.",False
65001007,Jude,1,7,"Even as Sodom and Gomorrha, and the cities about them in like manner, giving themselves over to fornication, and going after strange flesh, are set forth for an example, suffering the vengeance of eternal fire.",False
59004004,James,4,4,"Ye adulterers and adulteresses, know ye not that the friendship of the world is enmity with God? whosoever therefore will be a friend of the world is the enemy of God.",False
61001016,2 Peter,1,16,"For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.",False
60005012,1 Peter,5,12,"By Silvanus, a faithful brother unto you, as I suppose, I have written briefly, exhorting, and testifying that this is the true grace of God wherein ye stand.",False
61003016,2 Peter,3,16,"As also in all his epistles, speaking in them of these things; in which are some things hard to be understood, which they that are unlearned and unstable wrest, as they do also the other scriptures, unto their own destruction.",False
59001024,James,1,24,"For he beholdeth himself, and goeth his way, and straightway forgetteth what manner of man he was.",False
61001021,2 Peter,1,21,For the prophecy came not in old time by the will of man: but holy men of God spake as they were moved by the Holy Ghost.,False
61001018,2 Peter,1,18,"And this voice which came from heaven we heard, when we were with him in the holy mount.",False
60003022,1 Peter,3,22,"Who is gone into heaven, and is on the right hand of God; angels and authorities and powers being made subject unto him.",False
59002024,James,2,24,"Ye see then how that by works a man is justified, and not by faith only.",False
59002012,James,2,12,"So speak ye, and so do, as they that shall be judged by the law of liberty.",False
60004017,1 Peter,4,17,"For the time is come that judgment must begin at the house of God: and if it first begin at us, what shall the end be of them that obey not the gospel of God?",False
59001006,James,1,6,"But let him ask in faith, nothing wavering. For he that wavereth is like a wave of the sea driven with the wind and tossed.",False
59004005,James,4,5,"Do ye think that the scripture saith in vain, The spirit that dwelleth in us lusteth to envy?",False
59002021,James,2,21,"Was not Abraham our father justified by works, when he had offered Isaac his son upon the altar?",False
59002020,James,2,20,"But wilt thou know, O vain man, that faith without works is dead?",False
59003018,James,3,18,And the fruit of righteousness is sown in peace of them that make peace.,False
65001022,Jude,1,22,"And of some have compassion, making a difference:",False
59004009,James,4,9,"Be afflicted, and mourn, and weep: let your laughter be turned to mourning, and your joy to heaviness.",False
59002004,James,2,4,"Are ye not then partial in yourselves, and are become judges of evil thoughts?",False
61003018,2 Peter,3,18,"But grow in grace, and in the knowledge of our Lord and Saviour Jesus Christ. To him be glory both now and for ever. Amen.",False
65001005,Jude,1,5,"I will therefore put you in remembrance, though ye once knew this, how that the Lord, having saved the people out of the land of Egypt, afterward destroyed them that believed not.",False
61002010,2 Peter,2,10,"But chiefly them that walk after the flesh in the lust of uncleanness, and despise government. Presumptuous are they, selfwilled, they are not afraid to speak evil of dignities.",False
60001008,1 Peter,1,8,"Whom having not seen, ye love; in whom, though now ye see him not, yet believing, ye rejoice with joy unspeakable and full of glory:",False
59001026,James,1,26,"If any man among you seem to be religious, and bridleth not his tongue, but deceiveth his own heart, this man's religion is vain.",False
59003013,James,3,13,Who is a wise man and endued with knowledge among you? let him shew out of a good conversation his works with meekness of wisdom.,False
60005013,1 Peter,5,13,"The church that is at Babylon, elected together with you, saluteth you; and so doth Marcus my son.",False
62004009,1 John,4,9,"In this was manifested the love of God toward us, because that God sent his only begotten Son into the world, that we might live through him.",False
60003007,1 Peter,3,7,"Likewise, ye husbands, dwell with them according to knowledge, giving honour unto the wife, as unto the weaker vessel, and as being heirs together of the grace of life; that your prayers be not hindered.",False
60005006,1 Peter,5,6,"Humble yourselves therefore under the mighty hand of God, that he may exalt you in due time:",False
65001011,Jude,1,11,"Woe unto them! for they have gone in the way of Cain, and ran greedily after the error of Balaam for reward, and perished in the gainsaying of Core.",False
59003016,James,3,16,"For where envying and strife is, there is confusion and every evil work.",False
61002005,2 Peter,2,5,"And spared not the old world, but saved Noah the eighth person, a preacher of righteousness, bringing in the flood upon the world of the ungodly;",False
59004007,James,4,7,"Submit yourselves therefore to God. Resist the devil, and he will flee from you.",False
62005021,1 John,5,21,"Little children, keep yourselves from idols. Amen.",False
61002006,2 Peter,2,6,"And turning the cities of Sodom and Gomorrha into ashes condemned them with an overthrow, making them an ensample unto those that after should live ungodly;",False
65001017,Jude,1,17,"But, beloved, remember ye the words which were spoken before of the apostles of our Lord Jesus Christ;",False
59003006,James,3,6,"And the tongue is a fire, a world of iniquity: so is the tongue among our members, that it defileth the whole body, and setteth on fire the course of nature; and it is set on fire of hell.",False
60001018,1 Peter,1,18,"Forasmuch as ye know that ye were not redeemed with corruptible things, as silver and gold, from your vain conversation received by tradition from your fathers;",False
59002016,James,2,16,"And one of you say unto them, Depart in peace, be ye warmed and filled; notwithstanding ye give them not those things which are needful to the body; what doth it profit?",False
59001005,James,1,5,"If any of you lack wisdom, let him ask of God, that giveth to all men liberally, and upbraideth not; and it shall be given him.",False
60001014,1 Peter,1,14,"As obedient children, not fashioning yourselves according to the former lusts in your ignorance:",False
65001018,Jude,1,18,"How that they told you there should be mockers in the last time, who should walk after their own ungodly lusts.",False
62005020,1 John,5,20,"And we know that the Son of God is come, and hath given us an understanding, that we may know him that is true, and we are in him that is true, even in his Son Jesus Christ. This is the true God, and eternal life.",False
63001006,2 John,1,6,"And this is love, that we walk after his commandments. This is the commandment, That, as ye have heard from the beginning, ye should walk in it.",False
62001005,1 John,1,5,"This then is the message which we have heard of him, and declare unto you, that God is light, and in him is no darkness at all.",False
60001002,1 Peter,1,2,"Elect according to the foreknowledge of God the Father, through sanctification of the Spirit, unto obedience and sprinkling of the blood of Jesus Christ: Grace unto you, and peace, be multiplied.",False
60001011,1 Peter,1,11,"Searching what, or what manner of time the Spirit of Christ which was in them did signify, when it testified beforehand the sufferings of Christ, and the glory that should follow.",False
61003008,2 Peter,3,8,"But, beloved, be not ignorant of this one thing, that one day is with the Lord as a thousand years, and a thousand years as one day.",False
60005007,1 Peter,5,7,Casting all your care upon him; for he careth for you.,False
59001007,James,1,7,For let not that man think that he shall receive any thing of the Lord.,False
62005001,1 John,5,1,Whosoever believeth that Jesus is the Christ is born of God: and every one that loveth him that begat loveth him also that is begotten of him.,False
61001002,2 Peter,1,2,"Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,",False
60004014,1 Peter,4,14,"If ye be reproached for the name of Christ, happy are ye; for the spirit of glory and of God resteth upon you: on their part he is evil spoken of, but on your part he is glorified.",False
61001013,2 Peter,1,13,"Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting you in remembrance;",False
60004016,1 Peter,4,16,"Yet if any man suffer as a Christian, let him not be ashamed; but let him glorify God on this behalf.",False
60004009,1 Peter,4,9,Use hospitality one to another without grudging.,False
65001021,Jude,1,21,"Keep yourselves in the love of God, looking for the mercy of our Lord Jesus Christ unto eternal life.",False
61001006,2 Peter,1,6,And to knowledge temperance; and to temperance patience; and to patience godliness;,False
64001006,3 John,1,6,"Which have borne witness of thy charity before the church: whom if thou bring forward on their journey after a godly sort, thou shalt do well:",False
59001004,James,1,4,"But let patience have her perfect work, that ye may be perfect and entire, wanting nothing.",False
60005003,1 Peter,5,3,"Neither as being lords over God's heritage, but being ensamples to the flock.",False
60001015,1 Peter,1,15,"But as he which hath called you is holy, so be ye holy in all manner of conversation;",False
59004008,James,4,8,"Draw nigh to God, and he will draw nigh to you. Cleanse your hands, ye sinners; and purify your hearts, ye double minded.",False
62004004,1 John,4,4,"Ye are of God, little children, and have overcome them: because greater is he that is in you, than he that is in the world.",False
62001007,1 John,1,7,"But if we walk in the light, as he is in the light, we have fellowship one with another, and the blood of Jesus Christ his Son cleanseth us from all sin.",False
59003012,James,3,12,"Can the fig tree, my brethren, bear olive berries? either a vine, figs? so can no fountain both yield salt water and fresh.",False
59001019,James,1,19,"Wherefore, my beloved brethren, let every man be swift to hear, slow to speak, slow to wrath:",False
62002015,1 John,2,15,"Love not the world, neither the things that are in the world. If any man love the world, the love of the Father is not in him.",False
60002019,1 Peter,2,19,"For this is thankworthy, if a man for conscience toward God endure grief, suffering wrongfully.",False
65001013,Jude,1,13,"Raging waves of the sea, foaming out their own shame; wandering stars, to whom is reserved the blackness of darkness for ever.",False
59002017,James,2,17,"Even so faith, if it hath not works, is dead, being alone.",False
60004001,1 Peter,4,1,"Forasmuch then as Christ hath suffered for us in the flesh, arm yourselves likewise with the same mind: for he that hath suffered in the flesh hath ceased from sin;",False
62002020,1 John,2,20,"But ye have an unction from the Holy One, and ye know all things.",False
60003006,1 Peter,3,6,"Even as Sara obeyed Abraham, calling him lord: whose daughters ye are, as long as ye do well, and are not afraid with any amazement.",False
62002004,1 John,2,4,"He that saith, I know him, and keepeth not his commandments, is a liar, and the truth is not in him.",False
60002008,1 Peter,2,8,"And a stone of stumbling, and a rock of offence, even to them which stumble at the word, being disobedient: whereunto also they were appointed.",False
62004012,1 John,4,12,"No man hath seen God at any time. If we love one another, God dwelleth in us, and his love is perfected in us.",False
65001001,Jude,1,1,"Jude, the servant of Jesus Christ, and brother of James, to them that are sanctified by God the Father, and preserved in Jesus Christ, and called:",False
65001019,Jude,1,19,"These be they who separate themselves, sensual, having not the Spirit.",False
64001003,3 John,1,3,"For I rejoiced greatly, when the brethren came and testified of the truth that is in thee, even as thou walkest in the truth.",False
62003007,1 John,3,7,"Little children, let no man deceive you: he that doeth righteousness is righteous, even as he is righteous.",False
62002022,1 John,2,22,"Who is a liar but he that denieth that Jesus is the Christ? He is antichrist, that denieth the Father and the Son.",False
60003011,1 Peter,3,11,"Let him eschew evil, and do good; let him seek peace, and ensue it.",False
62004018,1 John,4,18,There is no fear in love; but perfect love casteth out fear: because fear hath torment. He that feareth is not made perfect in love.,False
59002019,James,2,19,"Thou believest that there is one God; thou doest well: the devils also believe, and tremble.",False
62004008,1 John,4,8,He that loveth not knoweth not God; for God is love.,False
60002011,1 Peter,2,11,"Dearly beloved, I beseech you as strangers and pilgrims, abstain from fleshly lusts, which war against the soul;",False
61002014,2 Peter,2,14,"Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:",False
62005014,1 John,5,14,"And this is the confidence that we have in him, that, if we ask any thing according to his will, he heareth us:",False
59002015,James,2,15,"If a brother or sister be naked, and destitute of daily food,",False
61002004,2 Peter,2,4,"For if God spared not the angels that sinned, but cast them down to hell, and delivered them into chains of darkness, to be reserved unto judgment;",False
59001022,James,1,22,"But be ye doers of the word, and not hearers only, deceiving your own selves.",False
62002001,1 John,2,1,"My little children, these things write I unto you, that ye sin not. And if any man sin, we have an advocate with the Father, Jesus Christ the righteous:",False
60001001,1 Peter,1,1,"Peter, an apostle of Jesus Christ, to the strangers scattered throughout Pontus, Galatia, Cappadocia, Asia, and Bithynia,",False
60003020,1 Peter,3,20,"Which sometime were disobedient, when once the longsuffering of God waited in the days of Noah, while the ark was a preparing, wherein few, that is, eight souls were saved by water.",False
59003005,James,3,5,"Even so the tongue is a little member, and boasteth great things. Behold, how great a matter a little fire kindleth!",False
62003018,1 John,3,18,"My little children, let us not love in word, neither in tongue; but in deed and in truth.",False
60005005,1 Peter,5,5,"Likewise, ye younger, submit yourselves unto the elder. Yea, all of you be subject one to another, and be clothed with humility: for God resisteth the proud, and giveth grace to the humble.",False
62002019,1 John,2,19,"They went out from us, but they were not of us; for if they had been of us, they would no doubt have continued with us: but they went out, that they might be made manifest that they were not all of us.",False
62002024,1 John,2,24,"Let that therefore abide in you, which ye have heard from the beginning. If that which ye have heard from the beginning shall remain in you, ye also shall continue in the Son, and in the Father.",False
61003013,2 Peter,3,13,"Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.",False
64001009,3 John,1,9,"I wrote unto the church: but Diotrephes, who loveth to have the preeminence among them, receiveth us not.",False
60003013,1 Peter,3,13,"And who is he that will harm you, if ye be followers of that which is good?",False
59002003,James,2,3,"And ye have respect to him that weareth the gay clothing, and say unto him, Sit thou here in a good place; and say to the poor, Stand thou there, or sit here under my footstool:",False
60003005,1 Peter,3,5,"For after this manner in the old time the holy women also, who trusted in God, adorned themselves, being in subjection unto their own husbands:",False
60002017,1 Peter,2,17,Honour all men. Love the brotherhood. Fear God. Honour the king.,False
62003013,1 John,3,13,"Marvel not, my brethren, if the world hate you.",False
64001013,3 John,1,13,"I had many things to write, but I will not with ink and pen write unto thee:",False
60005001,1 Peter,5,1,"The elders which are among you I exhort, who am also an elder, and a witness of the sufferings of Christ, and also a partaker of the glory that shall be revealed:",False
62003009,1 John,3,9,"Whosoever is born of God doth not commit sin; for his seed remaineth in him: and he cannot sin, because he is born of God.",False
59005007,James,5,7,"Be patient therefore, brethren, unto the coming of the Lord. Behold, the husbandman waiteth for the precious fruit of the earth, and hath long patience for it, until he receive the early and latter rain.",False
61003005,2 Peter,3,5,"For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:",False
63001007,2 John,1,7,"For many deceivers are entered into the world, who confess not that Jesus Christ is come in the flesh. This is a deceiver and an antichrist.",False
61001009,2 Peter,1,9,"But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.",False
59004015,James,4,15,"For that ye ought to say, If the Lord will, we shall live, and do this, or that.",False
60001025,1 Peter,1,25,But the word of the Lord endureth for ever. And this is the word which by the gospel is preached unto you.,False
60004008,1 Peter,4,8,And above all things have fervent charity among yourselves: for charity shall cover the multitude of sins.,False
61002015,2 Peter,2,15,"Which have forsaken the right way, and are gone astray, following the way of Balaam the son of Bosor, who loved the wages of unrighteousness;",False
59005002,James,5,2,"Your riches are corrupted, and your garments are motheaten.",False
59001012,James,1,12,"Blessed is the man that endureth temptation: for when he is tried, he shall receive the crown of life, which the Lord hath promised to them that love him.",False
