id,book,chapter,verse,text,authentic
50002001,Philippians,2,1,"If there be therefore any consolation in Christ, if any comfort of love, if any fellowship of the Spirit, if any bowels and mercies,",True
50002009,Philippians,2,9,"Wherefore God also hath highly exalted him, and given him a name which is above every name:",True
45013014,Romans,13,14,"But put ye on the Lord Jesus Christ, and make not provision for the flesh, to fulfil the lusts thereof.",True
46011002,1 Corinthians,11,2,"Now I praise you, brethren, that ye remember me in all things, and keep the ordinances, as I delivered them to you.",True
46003014,1 Corinthians,3,14,"If any man's work abide which he hath built thereupon, he shall receive a reward.",True
45003001,Romans,3,1,What advantage then hath the Jew? or what profit is there of circumcision?,True
45010009,Romans,10,9,"That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved.",True
47006002,2 Corinthians,6,2,"(For he saith, I have heard thee in a time accepted, and in the day of salvation have I succoured thee: behold, now is the accepted time; behold, now is the day of salvation.)",True
52004014,1 Thessalonians,4,14,"For if we believe that Jesus died and rose again, even so them also which sleep in Jesus will God bring with him.",True
46015054,1 Corinthians,15,54,"So when this corruptible shall have put on incorruption, and this mortal shall have put on immortality, then shall be brought to pass the saying that is written, Death is swallowed up in victory.",True
46006016,1 Corinthians,6,16,"What? know ye not that he which is joined to an harlot is one body? for two, saith he, shall be one flesh.",True
52005023,1 Thessalonians,5,23,And the very God of peace sanctify you wholly; and I pray God your whole spirit and soul and body be preserved blameless unto the coming of our Lord Jesus Christ.,True
45014006,Romans,14,6,"He that regardeth the day, regardeth it unto the Lord; and he that regardeth not the day, to the Lord he doth not regard it. He that eateth, eateth to the Lord, for he giveth God thanks; and he that eateth not, to the Lord he eateth not, and giveth God thanks.",True
46011033,1 Corinthians,11,33,"Wherefore, my brethren, when ye come together to eat, tarry one for another.",True
48003010,Galatians,3,10,"For as many as are of the works of the law are under the curse: for it is written, Cursed is every one that continueth not in all things which are written in the book of the law to do them.",True
45003023,Romans,3,23,"For all have sinned, and come short of the glory of God;",True
46014027,1 Corinthians,14,27,"If any man speak in an unknown tongue, let it be by two, or at the most by three, and that by course; and let one interpret.",True
45006003,Romans,6,3,"Know ye not, that so many of us as were baptized into Jesus Christ were baptized into his death?",True
46010010,1 Corinthians,10,10,"Neither murmur ye, as some of them also murmured, and were destroyed of the destroyer.",True
46013013,1 Corinthians,13,13,"And now abideth faith, hope, charity, these three; but the greatest of these is charity.",True
46002001,1 Corinthians,2,1,"And I, brethren, when I came to you, came not with excellency of speech or of wisdom, declaring unto you the testimony of God.",True
45015005,Romans,15,5,Now the God of patience and consolation grant you to be likeminded one toward another according to Christ Jesus:,True
46006018,1 Corinthians,6,18,Flee fornication. Every sin that a man doeth is without the body; but he that committeth fornication sinneth against his own body.,True
46010006,1 Corinthians,10,6,"Now these things were our examples, to the intent we should not lust after evil things, as they also lusted.",True
50001011,Philippians,1,11,"Being filled with the fruits of righteousness, which are by Jesus Christ, unto the glory and praise of God.",True
45003009,Romans,3,9,"What then? are we better than they? No, in no wise: for we have before proved both Jews and Gentiles, that they are all under sin;",True
46016010,1 Corinthians,16,10,"Now if Timotheus come, see that he may be with you without fear: for he worketh the work of the Lord, as I also do.",True
45001005,Romans,1,5,"By whom we have received grace and apostleship, for obedience to the faith among all nations, for his name:",True
50002015,Philippians,2,15,"That ye may be blameless and harmless, the sons of God, without rebuke, in the midst of a crooked and perverse nation, among whom ye shine as lights in the world;",True
48006014,Galatians,6,14,"But God forbid that I should glory, save in the cross of our Lord Jesus Christ, by whom the world is crucified unto me, and I unto the world.",True
47008005,2 Corinthians,8,5,"And this they did, not as we hoped, but first gave their own selves to the Lord, and unto us by the will of God.",True
46003011,1 Corinthians,3,11,"For other foundation can no man lay than that is laid, which is Jesus Christ.",True
45009005,Romans,9,5,"Whose are the fathers, and of whom as concerning the flesh Christ came, who is over all, God blessed for ever. Amen.",True
47005017,2 Corinthians,5,17,"Therefore if any man be in Christ, he is a new creature: old things are passed away; behold, all things are become new.",True
47002009,2 Corinthians,2,9,"For to this end also did I write, that I might know the proof of you, whether ye be obedient in all things.",True
50004012,Philippians,4,12,"I know both how to be abased, and I know how to abound: every where and in all things I am instructed both to be full and to be hungry, both to abound and to suffer need.",True
46001024,1 Corinthians,1,24,"But unto them which are called, both Jews and Greeks, Christ the power of God, and the wisdom of God.",True
47011021,2 Corinthians,11,21,"I speak as concerning reproach, as though we had been weak. Howbeit whereinsoever any is bold, (I speak foolishly,) I am bold also.",True
46007025,1 Corinthians,7,25,"Now concerning virgins I have no commandment of the Lord: yet I give my judgment, as one that hath obtained mercy of the Lord to be faithful.",True
46015004,1 Corinthians,15,4,"And that he was buried, and that he rose again the third day according to the scriptures:",True
50004013,Philippians,4,13,I can do all things through Christ which strengtheneth me.,True
52005028,1 Thessalonians,5,28,The grace of our Lord Jesus Christ be with you. Amen.,True
47009013,2 Corinthians,9,13,"Whiles by the experiment of this ministration they glorify God for your professed subjection unto the gospel of Christ, and for your liberal distribution unto them, and unto all men;",True
45008014,Romans,8,14,"For as many as are led by the Spirit of God, they are the sons of God.",True
47004015,2 Corinthians,4,15,"For all things are for your sakes, that the abundant grace might through the thanksgiving of many redound to the glory of God.",True
46015058,1 Corinthians,15,58,"Therefore, my beloved brethren, be ye stedfast, unmoveable, always abounding in the work of the Lord, forasmuch as ye know that your labour is not in vain in the Lord.",True
46007040,1 Corinthians,7,40,"But she is happier if she so abide, after my judgment: and I think also that I have the Spirit of God.",True
48005007,Galatians,5,7,Ye did run well; who did hinder you that ye should not obey the truth?,True
46007009,1 Corinthians,7,9,"But if they cannot contain, let them marry: for it is better to marry than to burn.",True
45015006,Romans,15,6,"That ye may with one mind and one mouth glorify God, even the Father of our Lord Jesus Christ.",True
47003017,2 Corinthians,3,17,"Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty.",True
45016020,Romans,16,20,And the God of peace shall bruise Satan under your feet shortly. The grace of our Lord Jesus Christ be with you. Amen.,True
45015001,Romans,15,1,"We then that are strong ought to bear the infirmities of the weak, and not to please ourselves.",True
50001003,Philippians,1,3,"I thank my God upon every remembrance of you,",True
45014001,Romans,14,1,"Him that is weak in the faith receive ye, but not to doubtful disputations.",True
48004024,Galatians,4,24,"Which things are an allegory: for these are the two covenants; the one from the mount Sinai, which gendereth to bondage, which is Agar.",True
50002004,Philippians,2,4,"Look not every man on his own things, but every man also on the things of others.",True
50002024,Philippians,2,24,But I trust in the Lord that I also myself shall come shortly.,True
46007021,1 Corinthians,7,21,"Art thou called being a servant? care not for it: but if thou mayest be made free, use it rather.",True
45016019,Romans,16,19,"For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.",True
48004009,Galatians,4,9,"But now, after that ye have known God, or rather are known of God, how turn ye again to the weak and beggarly elements, whereunto ye desire again to be in bondage?",True
48001012,Galatians,1,12,"For I neither received it of man, neither was I taught it, but by the revelation of Jesus Christ.",True
48005011,Galatians,5,11,"And I, brethren, if I yet preach circumcision, why do I yet suffer persecution? then is the offence of the cross ceased.",True
46001016,1 Corinthians,1,16,"And I baptized also the household of Stephanas: besides, I know not whether I baptized any other.",True
45014008,Romans,14,8,"For whether we live, we live unto the Lord; and whether we die, we die unto the Lord: whether we live therefore, or die, we are the Lord's.",True
45015017,Romans,15,17,I have therefore whereof I may glory through Jesus Christ in those things which pertain to God.,True
46010002,1 Corinthians,10,2,And were all baptized unto Moses in the cloud and in the sea;,True
47005019,2 Corinthians,5,19,"To wit, that God was in Christ, reconciling the world unto himself, not imputing their trespasses unto them; and hath committed unto us the word of reconciliation.",True
47008021,2 Corinthians,8,21,"Providing for honest things, not only in the sight of the Lord, but also in the sight of men.",True
45009008,Romans,9,8,"That is, They which are the children of the flesh, these are not the children of God: but the children of the promise are counted for the seed.",True
46011008,1 Corinthians,11,8,For the man is not of the woman: but the woman of the man.,True
45012010,Romans,12,10,Be kindly affectioned one to another with brotherly love; in honour preferring one another;,True
47012019,2 Corinthians,12,19,"Again, think ye that we excuse ourselves unto you? we speak before God in Christ: but we do all things, dearly beloved, for your edifying.",True
46002014,1 Corinthians,2,14,"But the natural man receiveth not the things of the Spirit of God: for they are foolishness unto him: neither can he know them, because they are spiritually discerned.",True
46016024,1 Corinthians,16,24,My love be with you all in Christ Jesus. Amen.,True
46011019,1 Corinthians,11,19,"For there must be also heresies among you, that they which are approved may be made manifest among you.",True
50002005,Philippians,2,5,"Let this mind be in you, which was also in Christ Jesus:",True
52001003,1 Thessalonians,1,3,"Remembering without ceasing your work of faith, and labour of love, and patience of hope in our Lord Jesus Christ, in the sight of God and our Father;",True
45013008,Romans,13,8,"Owe no man any thing, but to love one another: for he that loveth another hath fulfilled the law.",True
47005012,2 Corinthians,5,12,"For we commend not ourselves again unto you, but give you occasion to glory on our behalf, that ye may have somewhat to answer them which glory in appearance, and not in heart.",True
45011025,Romans,11,25,"For I would not, brethren, that ye should be ignorant of this mystery, lest ye should be wise in your own conceits; that blindness in part is happened to Israel, until the fulness of the Gentiles be come in.",True
50004011,Philippians,4,11,"Not that I speak in respect of want: for I have learned, in whatsoever state I am, therewith to be content.",True
46009017,1 Corinthians,9,17,"For if I do this thing willingly, I have a reward: but if against my will, a dispensation of the gospel is committed unto me.",True
47005008,2 Corinthians,5,8,"We are confident, I say, and willing rather to be absent from the body, and to be present with the Lord.",True
48004030,Galatians,4,30,Nevertheless what saith the scripture? Cast out the bondwoman and her son: for the son of the bondwoman shall not be heir with the son of the freewoman.,True
52002009,1 Thessalonians,2,9,"For ye remember, brethren, our labour and travail: for labouring night and day, because we would not be chargeable unto any of you, we preached unto you the gospel of God.",True
48001003,Galatians,1,3,"Grace be to you and peace from God the Father, and from our Lord Jesus Christ,",True
45012007,Romans,12,7,"Or ministry, let us wait on our ministering: or he that teacheth, on teaching;",True
52002015,1 Thessalonians,2,15,"Who both killed the Lord Jesus, and their own prophets, and have persecuted us; and they please not God, and are contrary to all men:",True
46004013,1 Corinthians,4,13,"Being defamed, we intreat: we are made as the filth of the world, and are the offscouring of all things unto this day.",True
48002002,Galatians,2,2,"And I went up by revelation, and communicated unto them that gospel which I preach among the Gentiles, but privately to them which were of reputation, lest by any means I should run, or had run, in vain.",True
50003021,Philippians,3,21,"Who shall change our vile body, that it may be fashioned like unto his glorious body, according to the working whereby he is able even to subdue all things unto himself.",True
52005003,1 Thessalonians,5,3,"For when they shall say, Peace and safety; then sudden destruction cometh upon them, as travail upon a woman with child; and they shall not escape.",True
48001008,Galatians,1,8,"But though we, or an angel from heaven, preach any other gospel unto you than that which we have preached unto you, let him be accursed.",True
46015053,1 Corinthians,15,53,"For this corruptible must put on incorruption, and this mortal must put on immortality.",True
47010014,2 Corinthians,10,14,"For we stretch not ourselves beyond our measure, as though we reached not unto you: for we are come as far as to you also in preaching the gospel of Christ:",True
45012014,Romans,12,14,"Bless them which persecute you: bless, and curse not.",True
48006011,Galatians,6,11,Ye see how large a letter I have written unto you with mine own hand.,True
47005010,2 Corinthians,5,10,"For we must all appear before the judgment seat of Christ; that every one may receive the things done in his body, according to that he hath done, whether it be good or bad.",True
46007018,1 Corinthians,7,18,Is any man called being circumcised? let him not become uncircumcised. Is any called in uncircumcision? let him not be circumcised.,True
46003013,1 Corinthians,3,13,"Every man's work shall be made manifest: for the day shall declare it, because it shall be revealed by fire; and the fire shall try every man's work of what sort it is.",True
46012016,1 Corinthians,12,16,"And if the ear shall say, Because I am not the eye, I am not of the body; is it therefore not of the body?",True
46014008,1 Corinthians,14,8,"For if the trumpet give an uncertain sound, who shall prepare himself to the battle?",True
45005015,Romans,5,15,"But not as the offence, so also is the free gift. For if through the offence of one many be dead, much more the grace of God, and the gift by grace, which is by one man, Jesus Christ, hath abounded unto many.",True
45010011,Romans,10,11,"For the scripture saith, Whosoever believeth on him shall not be ashamed.",True
45012003,Romans,12,3,"For I say, through the grace given unto me, to every man that is among you, not to think of himself more highly than he ought to think; but to think soberly, according as God hath dealt to every man the measure of faith.",True
46016004,1 Corinthians,16,4,"And if it be meet that I go also, they shall go with me.",True
57001023,Philemon,1,23,"There salute thee Epaphras, my fellowprisoner in Christ Jesus;",True
52003005,1 Thessalonians,3,5,"For this cause, when I could no longer forbear, I sent to know your faith, lest by some means the tempter have tempted you, and our labour be in vain.",True
46014033,1 Corinthians,14,33,"For God is not the author of confusion, but of peace, as in all churches of the saints.",True
45011026,Romans,11,26,"And so all Israel shall be saved: as it is written, There shall come out of Sion the Deliverer, and shall turn away ungodliness from Jacob:",True
47004009,2 Corinthians,4,9,"Persecuted, but not forsaken; cast down, but not destroyed;",True
46007039,1 Corinthians,7,39,"The wife is bound by the law as long as her husband liveth; but if her husband be dead, she is at liberty to be married to whom she will; only in the Lord.",True
48003017,Galatians,3,17,"And this I say, that the covenant, that was confirmed before of God in Christ, the law, which was four hundred and thirty years after, cannot disannul, that it should make the promise of none effect.",True
45005005,Romans,5,5,And hope maketh not ashamed; because the love of God is shed abroad in our hearts by the Holy Ghost which is given unto us.,True
45008019,Romans,8,19,For the earnest expectation of the creature waiteth for the manifestation of the sons of God.,True
46011028,1 Corinthians,11,28,"But let a man examine himself, and so let him eat of that bread, and drink of that cup.",True
45006020,Romans,6,20,"For when ye were the servants of sin, ye were free from righteousness.",True
50003013,Philippians,3,13,"Brethren, I count not myself to have apprehended: but this one thing I do, forgetting those things which are behind, and reaching forth unto those things which are before,",True
47012001,2 Corinthians,12,1,It is not expedient for me doubtless to glory. I will come to visions and revelations of the Lord.,True
45008013,Romans,8,13,"For if ye live after the flesh, ye shall die: but if ye through the Spirit do mortify the deeds of the body, ye shall live.",True
45003005,Romans,3,5,"But if our unrighteousness commend the righteousness of God, what shall we say? Is God unrighteous who taketh vengeance? (I speak as a man)",True
48001006,Galatians,1,6,I marvel that ye are so soon removed from him that called you into the grace of Christ unto another gospel:,True
45010007,Romans,10,7,"Or, Who shall descend into the deep? (that is, to bring up Christ again from the dead.)",True
52004017,1 Thessalonians,4,17,"Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord.",True
50002018,Philippians,2,18,"For the same cause also do ye joy, and rejoice with me.",True
45004016,Romans,4,16,"Therefore it is of faith, that it might be by grace; to the end the promise might be sure to all the seed; not to that only which is of the law, but to that also which is of the faith of Abraham; who is the father of us all,",True
45006013,Romans,6,13,"Neither yield ye your members as instruments of unrighteousness unto sin: but yield yourselves unto God, as those that are alive from the dead, and your members as instruments of righteousness unto God.",True
47005011,2 Corinthians,5,11,"Knowing therefore the terror of the Lord, we persuade men; but we are made manifest unto God; and I trust also are made manifest in your consciences.",True
47001010,2 Corinthians,1,10,"Who delivered us from so great a death, and doth deliver: in whom we trust that he will yet deliver us;",True
45015028,Romans,15,28,"When therefore I have performed this, and have sealed to them this fruit, I will come by you into Spain.",True
47012003,2 Corinthians,12,3,"And I knew such a man, (whether in the body, or out of the body, I cannot tell: God knoweth;)",True
46009002,1 Corinthians,9,2,"If I be not an apostle unto others, yet doubtless I am to you: for the seal of mine apostleship are ye in the Lord.",True
46015035,1 Corinthians,15,35,"But some man will say, How are the dead raised up? and with what body do they come?",True
45016011,Romans,16,11,"Salute Herodion my kinsman. Greet them that be of the household of Narcissus, which are in the Lord.",True
46015019,1 Corinthians,15,19,"If in this life only we have hope in Christ, we are of all men most miserable.",True
46009011,1 Corinthians,9,11,"If we have sown unto you spiritual things, is it a great thing if we shall reap your carnal things?",True
47003013,2 Corinthians,3,13,"And not as Moses, which put a vail over his face, that the children of Israel could not stedfastly look to the end of that which is abolished:",True
46009014,1 Corinthians,9,14,Even so hath the Lord ordained that they which preach the gospel should live of the gospel.,True
45008008,Romans,8,8,So then they that are in the flesh cannot please God.,True
57001004,Philemon,1,4,"I thank my God, making mention of thee always in my prayers,",True
47005001,2 Corinthians,5,1,"For we know that if our earthly house of this tabernacle were dissolved, we have a building of God, an house not made with hands, eternal in the heavens.",True
52002020,1 Thessalonians,2,20,For ye are our glory and joy.,True
45009015,Romans,9,15,"For he saith to Moses, I will have mercy on whom I will have mercy, and I will have compassion on whom I will have compassion.",True
46015020,1 Corinthians,15,20,"But now is Christ risen from the dead, and become the firstfruits of them that slept.",True
45001004,Romans,1,4,"And declared to be the Son of God with power, according to the spirit of holiness, by the resurrection from the dead:",True
46002015,1 Corinthians,2,15,"But he that is spiritual judgeth all things, yet he himself is judged of no man.",True
52005016,1 Thessalonians,5,16,Rejoice evermore.,True
45008031,Romans,8,31,"What shall we then say to these things? If God be for us, who can be against us?",True
48003002,Galatians,3,2,"This only would I learn of you, Received ye the Spirit by the works of the law, or by the hearing of faith?",True
47007015,2 Corinthians,7,15,"And his inward affection is more abundant toward you, whilst he remembereth the obedience of you all, how with fear and trembling ye received him.",True
45011010,Romans,11,10,"Let their eyes be darkened, that they may not see, and bow down their back alway.",True
46016009,1 Corinthians,16,9,"For a great door and effectual is opened unto me, and there are many adversaries.",True
48004001,Galatians,4,1,"Now I say, That the heir, as long as he is a child, differeth nothing from a servant, though he be lord of all;",True
45006011,Romans,6,11,"Likewise reckon ye also yourselves to be dead indeed unto sin, but alive unto God through Jesus Christ our Lord.",True
45011012,Romans,11,12,"Now if the fall of them be the riches of the world, and the diminishing of them the riches of the Gentiles; how much more their fulness?",True
45006023,Romans,6,23,For the wages of sin is death; but the gift of God is eternal life through Jesus Christ our Lord.,True
47004007,2 Corinthians,4,7,"But we have this treasure in earthen vessels, that the excellency of the power may be of God, and not of us.",True
50001020,Philippians,1,20,"According to my earnest expectation and my hope, that in nothing I shall be ashamed, but that with all boldness, as always, so now also Christ shall be magnified in my body, whether it be by life, or by death.",True
47006017,2 Corinthians,6,17,"Wherefore come out from among them, and be ye separate, saith the Lord, and touch not the unclean thing; and I will receive you.",True
48005017,Galatians,5,17,"For the flesh lusteth against the Spirit, and the Spirit against the flesh: and these are contrary the one to the other: so that ye cannot do the things that ye would.",True
48001011,Galatians,1,11,"But I certify you, brethren, that the gospel which was preached of me is not after man.",True
45004021,Romans,4,21,"And being fully persuaded that, what he had promised, he was able also to perform.",True
47011010,2 Corinthians,11,10,"As the truth of Christ is in me, no man shall stop me of this boasting in the regions of Achaia.",True
45003021,Romans,3,21,"But now the righteousness of God without the law is manifested, being witnessed by the law and the prophets;",True
46013011,1 Corinthians,13,11,"When I was a child, I spake as a child, I understood as a child, I thought as a child: but when I became a man, I put away childish things.",True
45006007,Romans,6,7,For he that is dead is freed from sin.,True
45015030,Romans,15,30,"Now I beseech you, brethren, for the Lord Jesus Christ's sake, and for the love of the Spirit, that ye strive together with me in your prayers to God for me;",True
46012010,1 Corinthians,12,10,To another the working of miracles; to another prophecy; to another discerning of spirits; to another divers kinds of tongues; to another the interpretation of tongues:,True
47008013,2 Corinthians,8,13,"For I mean not that other men be eased, and ye burdened:",True
50004018,Philippians,4,18,"But I have all, and abound: I am full, having received of Epaphroditus the things which were sent from you, an odour of a sweet smell, a sacrifice acceptable, wellpleasing to God.",True
46009026,1 Corinthians,9,26,"I therefore so run, not as uncertainly; so fight I, not as one that beateth the air:",True
47011024,2 Corinthians,11,24,Of the Jews five times received I forty stripes save one.,True
50001029,Philippians,1,29,"For unto you it is given in the behalf of Christ, not only to believe on him, but also to suffer for his sake;",True
45005021,Romans,5,21,"That as sin hath reigned unto death, even so might grace reign through righteousness unto eternal life by Jesus Christ our Lord.",True
50004001,Philippians,4,1,"Therefore, my brethren dearly beloved and longed for, my joy and crown, so stand fast in the Lord, my dearly beloved.",True
47006018,2 Corinthians,6,18,"And will be a Father unto you, and ye shall be my sons and daughters, saith the Lord Almighty.",True
45013004,Romans,13,4,"For he is the minister of God to thee for good. But if thou do that which is evil, be afraid; for he beareth not the sword in vain: for he is the minister of God, a revenger to execute wrath upon him that doeth evil.",True
48002017,Galatians,2,17,"But if, while we seek to be justified by Christ, we ourselves also are found sinners, is therefore Christ the minister of sin? God forbid.",True
46014021,1 Corinthians,14,21,"In the law it is written, With men of other tongues and other lips will I speak unto this people; and yet for all that will they not hear me, saith the Lord.",True
47003001,2 Corinthians,3,1,"Do we begin again to commend ourselves? or need we, as some others, epistles of commendation to you, or letters of commendation from you?",True
45001002,Romans,1,2,"(Which he had promised afore by his prophets in the holy scriptures,)",True
47011023,2 Corinthians,11,23,"Are they ministers of Christ? (I speak as a fool) I am more; in labours more abundant, in stripes above measure, in prisons more frequent, in deaths oft.",True
46015028,1 Corinthians,15,28,"And when all things shall be subdued unto him, then shall the Son also himself be subject unto him that put all things under him, that God may be all in all.",True
45016024,Romans,16,24,The grace of our Lord Jesus Christ be with you all. Amen.,True
48001016,Galatians,1,16,"To reveal his Son in me, that I might preach him among the heathen; immediately I conferred not with flesh and blood:",True
50004014,Philippians,4,14,"Notwithstanding ye have well done, that ye did communicate with my affliction.",True
50003010,Philippians,3,10,"That I may know him, and the power of his resurrection, and the fellowship of his sufferings, being made conformable unto his death;",True
46006003,1 Corinthians,6,3,Know ye not that we shall judge angels? how much more things that pertain to this life?,True
45012002,Romans,12,2,"And be not conformed to this world: but be ye transformed by the renewing of your mind, that ye may prove what is that good, and acceptable, and perfect, will of God.",True
46010020,1 Corinthians,10,20,"But I say, that the things which the Gentiles sacrifice, they sacrifice to devils, and not to God: and I would not that ye should have fellowship with devils.",True
50004021,Philippians,4,21,Salute every saint in Christ Jesus. The brethren which are with me greet you.,True
45008002,Romans,8,2,For the law of the Spirit of life in Christ Jesus hath made me free from the law of sin and death.,True
45003027,Romans,3,27,Where is boasting then? It is excluded. By what law? of works? Nay: but by the law of faith.,True
46015051,1 Corinthians,15,51,"Behold, I shew you a mystery; We shall not all sleep, but we shall all be changed,",True
46007012,1 Corinthians,7,12,"But to the rest speak I, not the Lord: If any brother hath a wife that believeth not, and she be pleased to dwell with him, let him not put her away.",True
45015009,Romans,15,9,"And that the Gentiles might glorify God for his mercy; as it is written, For this cause I will confess to thee among the Gentiles, and sing unto thy name.",True
47005002,2 Corinthians,5,2,"For in this we groan, earnestly desiring to be clothed upon with our house which is from heaven:",True
48003023,Galatians,3,23,"But before faith came, we were kept under the law, shut up unto the faith which should afterwards be revealed.",True
45001007,Romans,1,7,"To all that be in Rome, beloved of God, called to be saints: Grace to you and peace from God our Father, and the Lord Jesus Christ.",True
47001005,2 Corinthians,1,5,"For as the sufferings of Christ abound in us, so our consolation also aboundeth by Christ.",True
45001032,Romans,1,32,"Who knowing the judgment of God, that they which commit such things are worthy of death, not only do the same, but have pleasure in them that do them.",True
46007007,1 Corinthians,7,7,"For I would that all men were even as I myself. But every man hath his proper gift of God, one after this manner, and another after that.",True
47013004,2 Corinthians,13,4,"For though he was crucified through weakness, yet he liveth by the power of God. For we also are weak in him, but we shall live with him by the power of God toward you.",True
52004016,1 Thessalonians,4,16,"For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first:",True
45007020,Romans,7,20,"Now if I do that I would not, it is no more I that do it, but sin that dwelleth in me.",True
47001008,2 Corinthians,1,8,"For we would not, brethren, have you ignorant of our trouble which came to us in Asia, that we were pressed out of measure, above strength, insomuch that we despaired even of life:",True
48004026,Galatians,4,26,"But Jerusalem which is above is free, which is the mother of us all.",True
47001011,2 Corinthians,1,11,"Ye also helping together by prayer for us, that for the gift bestowed upon us by the means of many persons thanks may be given by many on our behalf.",True
