id,book,chapter,verse,text,authentic
60003016,1 Peter,3,16,"Having a good conscience; that, whereas they speak evil of you, as of evildoers, they may be ashamed that falsely accuse your good conversation in Christ.",False
65001007,Jude,1,7,"Even as Sodom and Gomorrha, and the cities about them in like manner, giving themselves over to fornication, and going after strange flesh, are set forth for an example, suffering the vengeance of eternal fire.",False
61002011,2 Peter,2,11,"Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.",False
62003017,1 John,3,17,"But whoso hath this world's good, and seeth his brother have need, and shutteth up his bowels of compassion from him, how dwelleth the love of God in him?",False
61001002,2 Peter,1,2,"Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,",False
62004011,1 John,4,11,"Beloved, if God so loved us, we ought also to love one another.",False
60004018,1 Peter,4,18,"And if the righteous scarcely be saved, where shall the ungodly and the sinner appear?",False
62002007,1 John,2,7,"Brethren, I write no new commandment unto you, but an old commandment which ye had from the beginning. The old commandment is the word which ye have heard from the beginning.",False
60004007,1 Peter,4,7,"But the end of all things is at hand: be ye therefore sober, and watch unto prayer.",False
59002003,James,2,3,"And ye have respect to him that weareth the gay clothing, and say unto him, Sit thou here in a good place; and say to the poor, Stand thou there, or sit here under my footstool:",False
59003015,James,3,15,"This wisdom descendeth not from above, but is earthly, sensual, devilish.",False
61001011,2 Peter,1,11,For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.,False
64001008,3 John,1,8,"We therefore ought to receive such, that we might be fellowhelpers to the truth.",False
62002004,1 John,2,4,"He that saith, I know him, and keepeth not his commandments, is a liar, and the truth is not in him.",False
62001001,1 John,1,1,"That which was from the beginning, which we have heard, which we have seen with our eyes, which we have looked upon, and our hands have handled, of the Word of life;",False
60003002,1 Peter,3,2,While they behold your chaste conversation coupled with fear.,False
62001004,1 John,1,4,"And these things write we unto you, that your joy may be full.",False
60003005,1 Peter,3,5,"For after this manner in the old time the holy women also, who trusted in God, adorned themselves, being in subjection unto their own husbands:",False
59004008,James,4,8,"Draw nigh to God, and he will draw nigh to you. Cleanse your hands, ye sinners; and purify your hearts, ye double minded.",False
62002021,1 John,2,21,"I have not written unto you because ye know not the truth, but because ye know it, and that no lie is of the truth.",False
60001015,1 Peter,1,15,"But as he which hath called you is holy, so be ye holy in all manner of conversation;",False
61003002,2 Peter,3,2,"That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:",False
65001015,Jude,1,15,"To execute judgment upon all, and to convince all that are ungodly among them of all their ungodly deeds which they have ungodly committed, and of all their hard speeches which ungodly sinners have spoken against him.",False
60003022,1 Peter,3,22,"Who is gone into heaven, and is on the right hand of God; angels and authorities and powers being made subject unto him.",False
62002016,1 John,2,16,"For all that is in the world, the lust of the flesh, and the lust of the eyes, and the pride of life, is not of the Father, but is of the world.",False
63001005,2 John,1,5,"And now I beseech thee, lady, not as though I wrote a new commandment unto thee, but that which we had from the beginning, that we love one another.",False
62002015,1 John,2,15,"Love not the world, neither the things that are in the world. If any man love the world, the love of the Father is not in him.",False
62003012,1 John,3,12,"Not as Cain, who was of that wicked one, and slew his brother. And wherefore slew he him? Because his own works were evil, and his brother's righteous.",False
59003010,James,3,10,"Out of the same mouth proceedeth blessing and cursing. My brethren, these things ought not so to be.",False
65001013,Jude,1,13,"Raging waves of the sea, foaming out their own shame; wandering stars, to whom is reserved the blackness of darkness for ever.",False
59003013,James,3,13,Who is a wise man and endued with knowledge among you? let him shew out of a good conversation his works with meekness of wisdom.,False
60002014,1 Peter,2,14,"Or unto governors, as unto them that are sent by him for the punishment of evildoers, and for the praise of them that do well.",False
60005003,1 Peter,5,3,"Neither as being lords over God's heritage, but being ensamples to the flock.",False
62003013,1 John,3,13,"Marvel not, my brethren, if the world hate you.",False
65001021,Jude,1,21,"Keep yourselves in the love of God, looking for the mercy of our Lord Jesus Christ unto eternal life.",False
59001007,James,1,7,For let not that man think that he shall receive any thing of the Lord.,False
62002026,1 John,2,26,These things have I written unto you concerning them that seduce you.,False
61001001,2 Peter,1,1,"Simon Peter, a servant and an apostle of Jesus Christ, to them that have obtained like precious faith with us through the righteousness of God and our Saviour Jesus Christ:",False
61001009,2 Peter,1,9,"But he that lacketh these things is blind, and cannot see afar off, and hath forgotten that he was purged from his old sins.",False
60001021,1 Peter,1,21,"Who by him do believe in God, that raised him up from the dead, and gave him glory; that your faith and hope might be in God.",False
59005003,James,5,3,"Your gold and silver is cankered; and the rust of them shall be a witness against you, and shall eat your flesh as it were fire. Ye have heaped treasure together for the last days.",False
60005009,1 Peter,5,9,"Whom resist stedfast in the faith, knowing that the same afflictions are accomplished in your brethren that are in the world.",False
62005020,1 John,5,20,"And we know that the Son of God is come, and hath given us an understanding, that we may know him that is true, and we are in him that is true, even in his Son Jesus Christ. This is the true God, and eternal life.",False
62004019,1 John,4,19,"We love him, because he first loved us.",False
59003006,James,3,6,"And the tongue is a fire, a world of iniquity: so is the tongue among our members, that it defileth the whole body, and setteth on fire the course of nature; and it is set on fire of hell.",False
62002028,1 John,2,28,"And now, little children, abide in him; that, when he shall appear, we may have confidence, and not be ashamed before him at his coming.",False
63001008,2 John,1,8,"Look to yourselves, that we lose not those things which we have wrought, but that we receive a full reward.",False
62005006,1 John,5,6,"This is he that came by water and blood, even Jesus Christ; not by water only, but by water and blood. And it is the Spirit that beareth witness, because the Spirit is truth.",False
62003016,1 John,3,16,"Hereby perceive we the love of God, because he laid down his life for us: and we ought to lay down our lives for the brethren.",False
60004013,1 Peter,4,13,"But rejoice, inasmuch as ye are partakers of Christ's sufferings; that, when his glory shall be revealed, ye may be glad also with exceeding joy.",False
59001019,James,1,19,"Wherefore, my beloved brethren, let every man be swift to hear, slow to speak, slow to wrath:",False
59002014,James,2,14,"What doth it profit, my brethren, though a man say he hath faith, and have not works? can faith save him?",False
60002007,1 Peter,2,7,"Unto you therefore which believe he is precious: but unto them which be disobedient, the stone which the builders disallowed, the same is made the head of the corner,",False
61003001,2 Peter,3,1,"This second epistle, beloved, I now write unto you; in both which I stir up your pure minds by way of remembrance:",False
62001002,1 John,1,2,"(For the life was manifested, and we have seen it, and bear witness, and shew unto you that eternal life, which was with the Father, and was manifested unto us;)",False
62005018,1 John,5,18,"We know that whosoever is born of God sinneth not; but he that is begotten of God keepeth himself, and that wicked one toucheth him not.",False
61002013,2 Peter,2,13,"And shall receive the reward of unrighteousness, as they that count it pleasure to riot in the day time. Spots they are and blemishes, sporting themselves with their own deceivings while they feast with you;",False
65001022,Jude,1,22,"And of some have compassion, making a difference:",False
60003014,1 Peter,3,14,"But and if ye suffer for righteousness' sake, happy are ye: and be not afraid of their terror, neither be troubled;",False
59004010,James,4,10,"Humble yourselves in the sight of the Lord, and he shall lift you up.",False
59002020,James,2,20,"But wilt thou know, O vain man, that faith without works is dead?",False
64001013,3 John,1,13,"I had many things to write, but I will not with ink and pen write unto thee:",False
59004015,James,4,15,"For that ye ought to say, If the Lord will, we shall live, and do this, or that.",False
62003019,1 John,3,19,"And hereby we know that we are of the truth, and shall assure our hearts before him.",False
59004011,James,4,11,"Speak not evil one of another, brethren. He that speaketh evil of his brother, and judgeth his brother, speaketh evil of the law, and judgeth the law: but if thou judge the law, thou art not a doer of the law, but a judge.",False
62004004,1 John,4,4,"Ye are of God, little children, and have overcome them: because greater is he that is in you, than he that is in the world.",False
61003003,2 Peter,3,3,"Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,",False
60004001,1 Peter,4,1,"Forasmuch then as Christ hath suffered for us in the flesh, arm yourselves likewise with the same mind: for he that hath suffered in the flesh hath ceased from sin;",False
60001025,1 Peter,1,25,But the word of the Lord endureth for ever. And this is the word which by the gospel is preached unto you.,False
60003007,1 Peter,3,7,"Likewise, ye husbands, dwell with them according to knowledge, giving honour unto the wife, as unto the weaker vessel, and as being heirs together of the grace of life; that your prayers be not hindered.",False
65001012,Jude,1,12,"These are spots in your feasts of charity, when they feast with you, feeding themselves without fear: clouds they are without water, carried about of winds; trees whose fruit withereth, without fruit, twice dead, plucked up by the roots;",False
63001009,2 John,1,9,"Whosoever transgresseth, and abideth not in the doctrine of Christ, hath not God. He that abideth in the doctrine of Christ, he hath both the Father and the Son.",False
59001012,James,1,12,"Blessed is the man that endureth temptation: for when he is tried, he shall receive the crown of life, which the Lord hath promised to them that love him.",False
61001012,2 Peter,1,12,"Wherefore I will not be negligent to put you always in remembrance of these things, though ye know them, and be established in the present truth.",False
62002020,1 John,2,20,"But ye have an unction from the Holy One, and ye know all things.",False
59005006,James,5,6,Ye have condemned and killed the just; and he doth not resist you.,False
62004006,1 John,4,6,"We are of God: he that knoweth God heareth us; he that is not of God heareth not us. Hereby know we the spirit of truth, and the spirit of error.",False
64001006,3 John,1,6,"Which have borne witness of thy charity before the church: whom if thou bring forward on their journey after a godly sort, thou shalt do well:",False
59002015,James,2,15,"If a brother or sister be naked, and destitute of daily food,",False
60005008,1 Peter,5,8,"Be sober, be vigilant; because your adversary the devil, as a roaring lion, walketh about, seeking whom he may devour:",False
60002025,1 Peter,2,25,For ye were as sheep going astray; but are now returned unto the Shepherd and Bishop of your souls.,False
59005008,James,5,8,Be ye also patient; stablish your hearts: for the coming of the Lord draweth nigh.,False
59005019,James,5,19,"Brethren, if any of you do err from the truth, and one convert him;",False
59005005,James,5,5,"Ye have lived in pleasure on the earth, and been wanton; ye have nourished your hearts, as in a day of slaughter.",False
59003014,James,3,14,"But if ye have bitter envying and strife in your hearts, glory not, and lie not against the truth.",False
62005005,1 John,5,5,"Who is he that overcometh the world, but he that believeth that Jesus is the Son of God?",False
59001024,James,1,24,"For he beholdeth himself, and goeth his way, and straightway forgetteth what manner of man he was.",False
62003008,1 John,3,8,"He that committeth sin is of the devil; for the devil sinneth from the beginning. For this purpose the Son of God was manifested, that he might destroy the works of the devil.",False
59001014,James,1,14,"But every man is tempted, when he is drawn away of his own lust, and enticed.",False
62005019,1 John,5,19,"And we know that we are of God, and the whole world lieth in wickedness.",False
59003009,James,3,9,"Therewith bless we God, even the Father; and therewith curse we men, which are made after the similitude of God.",False
62001010,1 John,1,10,"If we say that we have not sinned, we make him a liar, and his word is not in us.",False
60003015,1 Peter,3,15,But sanctify the Lord God in your hearts: and be ready always to give an answer to every man that asketh you a reason of the hope that is in you with meekness and fear:,False
65001008,Jude,1,8,"Likewise also these filthy dreamers defile the flesh, despise dominion, and speak evil of dignities.",False
59005015,James,5,15,"And the prayer of faith shall save the sick, and the Lord shall raise him up; and if he have committed sins, they shall be forgiven him.",False
59002013,James,2,13,"For he shall have judgment without mercy, that hath shewed no mercy; and mercy rejoiceth against judgment.",False
60003011,1 Peter,3,11,"Let him eschew evil, and do good; let him seek peace, and ensue it.",False
60004006,1 Peter,4,6,"For for this cause was the gospel preached also to them that are dead, that they might be judged according to men in the flesh, but live according to God in the spirit.",False
63001003,2 John,1,3,"Grace be with you, mercy, and peace, from God the Father, and from the Lord Jesus Christ, the Son of the Father, in truth and love.",False
62002024,1 John,2,24,"Let that therefore abide in you, which ye have heard from the beginning. If that which ye have heard from the beginning shall remain in you, ye also shall continue in the Son, and in the Father.",False
59005011,James,5,11,"Behold, we count them happy which endure. Ye have heard of the patience of Job, and have seen the end of the Lord; that the Lord is very pitiful, and of tender mercy.",False
62005015,1 John,5,15,"And if we know that he hear us, whatsoever we ask, we know that we have the petitions that we desired of him.",False
62002017,1 John,2,17,"And the world passeth away, and the lust thereof: but he that doeth the will of God abideth for ever.",False
62004001,1 John,4,1,"Beloved, believe not every spirit, but try the spirits whether they are of God: because many false prophets are gone out into the world.",False
61002005,2 Peter,2,5,"And spared not the old world, but saved Noah the eighth person, a preacher of righteousness, bringing in the flood upon the world of the ungodly;",False
60005010,1 Peter,5,10,"But the God of all grace, who hath called us unto his eternal glory by Christ Jesus, after that ye have suffered a while, make you perfect, stablish, strengthen, settle you.",False
60001020,1 Peter,1,20,"Who verily was foreordained before the foundation of the world, but was manifest in these last times for you,",False
59004012,James,4,12,"There is one lawgiver, who is able to save and to destroy: who art thou that judgest another?",False
64001003,3 John,1,3,"For I rejoiced greatly, when the brethren came and testified of the truth that is in thee, even as thou walkest in the truth.",False
63001002,2 John,1,2,"For the truth's sake, which dwelleth in us, and shall be with us for ever.",False
59002001,James,2,1,"My brethren, have not the faith of our Lord Jesus Christ, the Lord of glory, with respect of persons.",False
59005002,James,5,2,"Your riches are corrupted, and your garments are motheaten.",False
62003020,1 John,3,20,"For if our heart condemn us, God is greater than our heart, and knoweth all things.",False
59004003,James,4,3,"Ye ask, and receive not, because ye ask amiss, that ye may consume it upon your lusts.",False
59003017,James,3,17,"But the wisdom that is from above is first pure, then peaceable, gentle, and easy to be intreated, full of mercy and good fruits, without partiality, and without hypocrisy.",False
60003017,1 Peter,3,17,"For it is better, if the will of God be so, that ye suffer for well doing, than for evil doing.",False
59005004,James,5,4,"Behold, the hire of the labourers who have reaped down your fields, which is of you kept back by fraud, crieth: and the cries of them which have reaped are entered into the ears of the Lord of sabaoth.",False
60004008,1 Peter,4,8,And above all things have fervent charity among yourselves: for charity shall cover the multitude of sins.,False
60004010,1 Peter,4,10,"As every man hath received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.",False
62003011,1 John,3,11,"For this is the message that ye heard from the beginning, that we should love one another.",False
60001018,1 Peter,1,18,"Forasmuch as ye know that ye were not redeemed with corruptible things, as silver and gold, from your vain conversation received by tradition from your fathers;",False
59003007,James,3,7,"For every kind of beasts, and of birds, and of serpents, and of things in the sea, is tamed, and hath been tamed of mankind:",False
60001013,1 Peter,1,13,"Wherefore gird up the loins of your mind, be sober, and hope to the end for the grace that is to be brought unto you at the revelation of Jesus Christ;",False
59001013,James,1,13,"Let no man say when he is tempted, I am tempted of God: for God cannot be tempted with evil, neither tempteth he any man:",False
62003018,1 John,3,18,"My little children, let us not love in word, neither in tongue; but in deed and in truth.",False
62002023,1 John,2,23,"Whosoever denieth the Son, the same hath not the Father: he that acknowledgeth the Son hath the Father also.",False
65001025,Jude,1,25,"To the only wise God our Saviour, be glory and majesty, dominion and power, both now and ever. Amen.",False
62002003,1 John,2,3,"And hereby we do know that we know him, if we keep his commandments.",False
62004015,1 John,4,15,"Whosoever shall confess that Jesus is the Son of God, God dwelleth in him, and he in God.",False
61001006,2 Peter,1,6,And to knowledge temperance; and to temperance patience; and to patience godliness;,False
61003017,2 Peter,3,17,"Ye therefore, beloved, seeing ye know these things before, beware lest ye also, being led away with the error of the wicked, fall from your own stedfastness.",False
62004012,1 John,4,12,"No man hath seen God at any time. If we love one another, God dwelleth in us, and his love is perfected in us.",False
60004012,1 Peter,4,12,"Beloved, think it not strange concerning the fiery trial which is to try you, as though some strange thing happened unto you:",False
64001009,3 John,1,9,"I wrote unto the church: but Diotrephes, who loveth to have the preeminence among them, receiveth us not.",False
65001004,Jude,1,4,"For there are certain men crept in unawares, who were before of old ordained to this condemnation, ungodly men, turning the grace of our God into lasciviousness, and denying the only Lord God, and our Lord Jesus Christ.",False
59005001,James,5,1,"Go to now, ye rich men, weep and howl for your miseries that shall come upon you.",False
60001024,1 Peter,1,24,"For all flesh is as grass, and all the glory of man as the flower of grass. The grass withereth, and the flower thereof falleth away:",False
60001017,1 Peter,1,17,"And if ye call on the Father, who without respect of persons judgeth according to every man's work, pass the time of your sojourning here in fear:",False
61003012,2 Peter,3,12,"Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?",False
59001015,James,1,15,"Then when lust hath conceived, it bringeth forth sin: and sin, when it is finished, bringeth forth death.",False
62004003,1 John,4,3,"And every spirit that confesseth not that Jesus Christ is come in the flesh is not of God: and this is that spirit of antichrist, whereof ye have heard that it should come; and even now already is it in the world.",False
61003013,2 Peter,3,13,"Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.",False
60001016,1 Peter,1,16,"Because it is written, Be ye holy; for I am holy.",False
60002006,1 Peter,2,6,"Wherefore also it is contained in the scripture, Behold, I lay in Sion a chief corner stone, elect, precious: and he that believeth on him shall not be confounded.",False
60001004,1 Peter,1,4,"To an inheritance incorruptible, and undefiled, and that fadeth not away, reserved in heaven for you,",False
59002025,James,2,25,"Likewise also was not Rahab the harlot justified by works, when she had received the messengers, and had sent them out another way?",False
60001005,1 Peter,1,5,Who are kept by the power of God through faith unto salvation ready to be revealed in the last time.,False
59001010,James,1,10,"But the rich, in that he is made low: because as the flower of the grass he shall pass away.",False
61002012,2 Peter,2,12,"But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;",False
59001017,James,1,17,"Every good gift and every perfect gift is from above, and cometh down from the Father of lights, with whom is no variableness, neither shadow of turning.",False
62003006,1 John,3,6,"Whosoever abideth in him sinneth not: whosoever sinneth hath not seen him, neither known him.",False
59001001,James,1,1,"James, a servant of God and of the Lord Jesus Christ, to the twelve tribes which are scattered abroad, greeting.",False
59005018,James,5,18,"And he prayed again, and the heaven gave rain, and the earth brought forth her fruit.",False
61001015,2 Peter,1,15,Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.,False
65001010,Jude,1,10,"But these speak evil of those things which they know not: but what they know naturally, as brute beasts, in those things they corrupt themselves.",False
62003022,1 John,3,22,"And whatsoever we ask, we receive of him, because we keep his commandments, and do those things that are pleasing in his sight.",False
62005007,1 John,5,7,"For there are three that bear record in heaven, the Father, the Word, and the Holy Ghost: and these three are one.",False
59003018,James,3,18,And the fruit of righteousness is sown in peace of them that make peace.,False
61003006,2 Peter,3,6,"Whereby the world that then was, being overflowed with water, perished:",False
59002012,James,2,12,"So speak ye, and so do, as they that shall be judged by the law of liberty.",False
60002018,1 Peter,2,18,"Servants, be subject to your masters with all fear; not only to the good and gentle, but also to the froward.",False
61002017,2 Peter,2,17,"These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.",False
60003006,1 Peter,3,6,"Even as Sara obeyed Abraham, calling him lord: whose daughters ye are, as long as ye do well, and are not afraid with any amazement.",False
60003010,1 Peter,3,10,"For he that will love life, and see good days, let him refrain his tongue from evil, and his lips that they speak no guile:",False
62005012,1 John,5,12,He that hath the Son hath life; and he that hath not the Son of God hath not life.,False
64001014,3 John,1,14,"But I trust I shall shortly see thee, and we shall speak face to face. Peace be to thee. Our friends salute thee. Greet the friends by name.",False
61001021,2 Peter,1,21,For the prophecy came not in old time by the will of man: but holy men of God spake as they were moved by the Holy Ghost.,False
64001015,3 John,1,15,[],False
60002013,1 Peter,2,13,"Submit yourselves to every ordinance of man for the Lord's sake: whether it be to the king, as supreme;",False
61001013,2 Peter,1,13,"Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting you in remembrance;",False
62002013,1 John,2,13,"I write unto you, fathers, because ye have known him that is from the beginning. I write unto you, young men, because ye have overcome the wicked one. I write unto you, little children, because ye have known the Father.",False
59002016,James,2,16,"And one of you say unto them, Depart in peace, be ye warmed and filled; notwithstanding ye give them not those things which are needful to the body; what doth it profit?",False
60003003,1 Peter,3,3,"Whose adorning let it not be that outward adorning of plaiting the hair, and of wearing of gold, or of putting on of apparel;",False
62004010,1 John,4,10,"Herein is love, not that we loved God, but that he loved us, and sent his Son to be the propitiation for our sins.",False
61001017,2 Peter,1,17,"For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.",False
65001017,Jude,1,17,"But, beloved, remember ye the words which were spoken before of the apostles of our Lord Jesus Christ;",False
65001024,Jude,1,24,"Now unto him that is able to keep you from falling, and to present you faultless before the presence of his glory with exceeding joy,",False
65001018,Jude,1,18,"How that they told you there should be mockers in the last time, who should walk after their own ungodly lusts.",False
62004009,1 John,4,9,"In this was manifested the love of God toward us, because that God sent his only begotten Son into the world, that we might live through him.",False
62004017,1 John,4,17,"Herein is our love made perfect, that we may have boldness in the day of judgment: because as he is, so are we in this world.",False
62002022,1 John,2,22,"Who is a liar but he that denieth that Jesus is the Christ? He is antichrist, that denieth the Father and the Son.",False
61001018,2 Peter,1,18,"And this voice which came from heaven we heard, when we were with him in the holy mount.",False
62005003,1 John,5,3,"For this is the love of God, that we keep his commandments: and his commandments are not grievous.",False
60002015,1 Peter,2,15,"For so is the will of God, that with well doing ye may put to silence the ignorance of foolish men:",False
64001001,3 John,1,1,"The elder unto the wellbeloved Gaius, whom I love in the truth.",False
59005013,James,5,13,Is any among you afflicted? let him pray. Is any merry? let him sing psalms.,False
59002008,James,2,8,"If ye fulfil the royal law according to the scripture, Thou shalt love thy neighbour as thyself, ye do well:",False
60004009,1 Peter,4,9,Use hospitality one to another without grudging.,False
60001003,1 Peter,1,3,"Blessed be the God and Father of our Lord Jesus Christ, which according to his abundant mercy hath begotten us again unto a lively hope by the resurrection of Jesus Christ from the dead,",False
60003018,1 Peter,3,18,"For Christ also hath once suffered for sins, the just for the unjust, that he might bring us to God, being put to death in the flesh, but quickened by the Spirit:",False
59003001,James,3,1,"My brethren, be not many masters, knowing that we shall receive the greater condemnation.",False
60002003,1 Peter,2,3,If so be ye have tasted that the Lord is gracious.,False
65001006,Jude,1,6,"And the angels which kept not their first estate, but left their own habitation, he hath reserved in everlasting chains under darkness unto the judgment of the great day.",False
60002022,1 Peter,2,22,"Who did no sin, neither was guile found in his mouth:",False
59001020,James,1,20,For the wrath of man worketh not the righteousness of God.,False
60002010,1 Peter,2,10,"Which in time past were not a people, but are now the people of God: which had not obtained mercy, but now have obtained mercy.",False
62005004,1 John,5,4,"For whatsoever is born of God overcometh the world: and this is the victory that overcometh the world, even our faith.",False
60003001,1 Peter,3,1,"Likewise, ye wives, be in subjection to your own husbands; that, if any obey not the word, they also may without the word be won by the conversation of the wives;",False
62002010,1 John,2,10,"He that loveth his brother abideth in the light, and there is none occasion of stumbling in him.",False
59002018,James,2,18,"Yea, a man may say, Thou hast faith, and I have works: shew me thy faith without thy works, and I will shew thee my faith by my works.",False
62002008,1 John,2,8,"Again, a new commandment I write unto you, which thing is true in him and in you: because the darkness is past, and the true light now shineth.",False
60001006,1 Peter,1,6,"Wherein ye greatly rejoice, though now for a season, if need be, ye are in heaviness through manifold temptations:",False
61003016,2 Peter,3,16,"As also in all his epistles, speaking in them of these things; in which are some things hard to be understood, which they that are unlearned and unstable wrest, as they do also the other scriptures, unto their own destruction.",False
60005013,1 Peter,5,13,"The church that is at Babylon, elected together with you, saluteth you; and so doth Marcus my son.",False
60001001,1 Peter,1,1,"Peter, an apostle of Jesus Christ, to the strangers scattered throughout Pontus, Galatia, Cappadocia, Asia, and Bithynia,",False
62005013,1 John,5,13,"These things have I written unto you that believe on the name of the Son of God; that ye may know that ye have eternal life, and that ye may believe on the name of the Son of God.",False
60003012,1 Peter,3,12,"For the eyes of the Lord are over the righteous, and his ears are open unto their prayers: but the face of the Lord is against them that do evil.",False
59004009,James,4,9,"Be afflicted, and mourn, and weep: let your laughter be turned to mourning, and your joy to heaviness.",False
65001001,Jude,1,1,"Jude, the servant of Jesus Christ, and brother of James, to them that are sanctified by God the Father, and preserved in Jesus Christ, and called:",False
61003018,2 Peter,3,18,"But grow in grace, and in the knowledge of our Lord and Saviour Jesus Christ. To him be glory both now and for ever. Amen.",False
59004014,James,4,14,"Whereas ye know not what shall be on the morrow. For what is your life? It is even a vapour, that appeareth for a little time, and then vanisheth away.",False
59001009,James,1,9,Let the brother of low degree rejoice in that he is exalted:,False
61002018,2 Peter,2,18,"For when they speak great swelling words of vanity, they allure through the lusts of the flesh, through much wantonness, those that were clean escaped from them who live in error.",False
59005012,James,5,12,"But above all things, my brethren, swear not, neither by heaven, neither by the earth, neither by any other oath: but let your yea be yea; and your nay, nay; lest ye fall into condemnation.",False
62005017,1 John,5,17,All unrighteousness is sin: and there is a sin not unto death.,False
64001012,3 John,1,12,"Demetrius hath good report of all men, and of the truth itself: yea, and we also bear record; and ye know that our record is true.",False
62004007,1 John,4,7,"Beloved, let us love one another: for love is of God; and every one that loveth is born of God, and knoweth God.",False
61001010,2 Peter,1,10,"Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:",False
59002002,James,2,2,"For if there come unto your assembly a man with a gold ring, in goodly apparel, and there come in also a poor man in vile raiment;",False
59002005,James,2,5,"Hearken, my beloved brethren, Hath not God chosen the poor of this world rich in faith, and heirs of the kingdom which he hath promised to them that love him?",False
62003003,1 John,3,3,"And every man that hath this hope in him purifieth himself, even as he is pure.",False
59003003,James,3,3,"Behold, we put bits in the horses' mouths, that they may obey us; and we turn about their whole body.",False
